bet_type,data_status,payout_per_100_yen,payout_popularity,race_date,race_id,source_url,winning_selection
馬連,PASS_HTML,1690,5,2026-08-01,pw01sde1001202601031120260801,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601031120260801%2FA1,10-12
馬単,PASS_HTML,3430,8,2026-08-01,pw01sde1001202601031120260801,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601031120260801%2FA1,10-12
3連複,PASS_HTML,3090,3,2026-08-01,pw01sde1001202601031120260801,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601031120260801%2FA1,10-11-12
3連単,PASS_HTML,16820,19,2026-08-01,pw01sde1001202601031120260801,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601031120260801%2FA1,10-12-11
単勝,QUARANTINED_HTML:track_condition,150,1,2026-08-02,pw01sde1001202601040320260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040320260802%2FE9,3
複勝,QUARANTINED_HTML:track_condition,110,1,2026-08-02,pw01sde1001202601040320260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040320260802%2FE9,3
複勝,QUARANTINED_HTML:track_condition,110,2,2026-08-02,pw01sde1001202601040320260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040320260802%2FE9,8
複勝,QUARANTINED_HTML:track_condition,200,5,2026-08-02,pw01sde1001202601040320260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040320260802%2FE9,5
枠連,QUARANTINED_HTML:track_condition,150,1,2026-08-02,pw01sde1001202601040320260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040320260802%2FE9,3-7
ワイド,QUARANTINED_HTML:track_condition,120,1,2026-08-02,pw01sde1001202601040320260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040320260802%2FE9,3-8
ワイド,QUARANTINED_HTML:track_condition,510,7,2026-08-02,pw01sde1001202601040320260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040320260802%2FE9,3-5
ワイド,QUARANTINED_HTML:track_condition,630,10,2026-08-02,pw01sde1001202601040320260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040320260802%2FE9,5-8
馬連,QUARANTINED_HTML:track_condition,180,1,2026-08-02,pw01sde1001202601040320260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040320260802%2FE9,3-8
馬単,QUARANTINED_HTML:track_condition,230,1,2026-08-02,pw01sde1001202601040320260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040320260802%2FE9,3-8
3連複,QUARANTINED_HTML:track_condition,920,4,2026-08-02,pw01sde1001202601040320260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040320260802%2FE9,3-5-8
3連単,QUARANTINED_HTML:track_condition,2260,5,2026-08-02,pw01sde1001202601040320260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040320260802%2FE9,3-8-5
単勝,QUARANTINED_HTML:track_condition,730,3,2026-08-01,pw01sde1001202601031220260801,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601031220260801%2F56,1
複勝,QUARANTINED_HTML:track_condition,210,3,2026-08-01,pw01sde1001202601031220260801,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601031220260801%2F56,1
複勝,QUARANTINED_HTML:track_condition,130,2,2026-08-01,pw01sde1001202601031220260801,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601031220260801%2F56,3
複勝,QUARANTINED_HTML:track_condition,320,7,2026-08-01,pw01sde1001202601031220260801,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601031220260801%2F56,6
ワイド,QUARANTINED_HTML:track_condition,440,4,2026-08-01,pw01sde1001202601031220260801,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601031220260801%2F56,1-3
ワイド,QUARANTINED_HTML:track_condition,1430,19,2026-08-01,pw01sde1001202601031220260801,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601031220260801%2F56,1-6
ワイド,QUARANTINED_HTML:track_condition,820,13,2026-08-01,pw01sde1001202601031220260801,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601031220260801%2F56,3-6
馬連,QUARANTINED_HTML:track_condition,1090,4,2026-08-01,pw01sde1001202601031220260801,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601031220260801%2F56,1-3
馬単,QUARANTINED_HTML:track_condition,2640,9,2026-08-01,pw01sde1001202601031220260801,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601031220260801%2F56,1-3
3連複,QUARANTINED_HTML:track_condition,5620,24,2026-08-01,pw01sde1001202601031220260801,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601031220260801%2F56,1-3-6
3連単,QUARANTINED_HTML:track_condition,25760,93,2026-08-01,pw01sde1001202601031220260801,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601031220260801%2F56,1-3-6
単勝,PASS_HTML,390,2,2026-08-02,pw01sde1001202601040220260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040220260802%2F34,8
複勝,PASS_HTML,160,2,2026-08-02,pw01sde1001202601040220260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040220260802%2F34,8
複勝,PASS_HTML,190,3,2026-08-02,pw01sde1001202601040220260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040220260802%2F34,11
複勝,PASS_HTML,500,8,2026-08-02,pw01sde1001202601040220260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040220260802%2F34,10
枠連,PASS_HTML,680,3,2026-08-02,pw01sde1001202601040220260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040220260802%2F34,5-7
ワイド,PASS_HTML,410,3,2026-08-02,pw01sde1001202601040220260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040220260802%2F34,8-11
ワイド,PASS_HTML,1170,15,2026-08-02,pw01sde1001202601040220260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040220260802%2F34,8-10
ワイド,PASS_HTML,1340,18,2026-08-02,pw01sde1001202601040220260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040220260802%2F34,10-11
馬連,PASS_HTML,1170,3,2026-08-02,pw01sde1001202601040220260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040220260802%2F34,8-11
馬単,PASS_HTML,1970,4,2026-08-02,pw01sde1001202601040220260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040220260802%2F34,8-11
3連複,PASS_HTML,6680,22,2026-08-02,pw01sde1001202601040220260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040220260802%2F34,8-10-11
3連単,PASS_HTML,26300,76,2026-08-02,pw01sde1001202601040220260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040220260802%2F34,8-11-10
単勝,PASS_HTML,3750,8,2026-08-02,pw01sde1001202601040420260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040420260802%2F9E,10
複勝,PASS_HTML,490,8,2026-08-02,pw01sde1001202601040420260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040420260802%2F9E,10
複勝,PASS_HTML,110,1,2026-08-02,pw01sde1001202601040420260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040420260802%2F9E,5
複勝,PASS_HTML,240,3,2026-08-02,pw01sde1001202601040420260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040420260802%2F9E,6
枠連,PASS_HTML,1200,3,2026-08-02,pw01sde1001202601040420260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040420260802%2F9E,4-7
ワイド,PASS_HTML,830,8,2026-08-02,pw01sde1001202601040420260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040420260802%2F9E,5-10
ワイド,PASS_HTML,2210,22,2026-08-02,pw01sde1001202601040420260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040420260802%2F9E,6-10
ワイド,PASS_HTML,410,2,2026-08-02,pw01sde1001202601040420260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040420260802%2F9E,5-6
馬連,PASS_HTML,2040,5,2026-08-02,pw01sde1001202601040420260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040420260802%2F9E,5-10
馬単,PASS_HTML,7900,20,2026-08-02,pw01sde1001202601040420260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040420260802%2F9E,10-5
3連複,PASS_HTML,4710,12,2026-08-02,pw01sde1001202601040420260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040420260802%2F9E,5-6-10
3連単,PASS_HTML,62030,152,2026-08-02,pw01sde1001202601040420260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040420260802%2F9E,10-5-6
単勝,PASS_HTML,280,1,2026-08-02,pw01sde1001202601040520260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040520260802%2F53,2
複勝,PASS_HTML,130,1,2026-08-02,pw01sde1001202601040520260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040520260802%2F53,2
複勝,PASS_HTML,210,5,2026-08-02,pw01sde1001202601040520260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040520260802%2F53,7
複勝,PASS_HTML,150,3,2026-08-02,pw01sde1001202601040520260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040520260802%2F53,3
枠連,PASS_HTML,1430,7,2026-08-02,pw01sde1001202601040520260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040520260802%2F53,2-7
ワイド,PASS_HTML,470,7,2026-08-02,pw01sde1001202601040520260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040520260802%2F53,2-7
ワイド,PASS_HTML,270,2,2026-08-02,pw01sde1001202601040520260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040520260802%2F53,2-3
ワイド,PASS_HTML,640,10,2026-08-02,pw01sde1001202601040520260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040520260802%2F53,3-7
馬連,PASS_HTML,1410,5,2026-08-02,pw01sde1001202601040520260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040520260802%2F53,2-7
馬単,PASS_HTML,2380,10,2026-08-02,pw01sde1001202601040520260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040520260802%2F53,2-7
3連複,PASS_HTML,2210,9,2026-08-02,pw01sde1001202601040520260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040520260802%2F53,2-3-7
3連単,PASS_HTML,11370,36,2026-08-02,pw01sde1001202601040520260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040520260802%2F53,2-7-3
単勝,PASS_HTML,3440,10,2026-08-02,pw01sde1001202601040720260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040720260802%2FBD,4
複勝,PASS_HTML,810,9,2026-08-02,pw01sde1001202601040720260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040720260802%2FBD,4
複勝,PASS_HTML,290,2,2026-08-02,pw01sde1001202601040720260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040720260802%2FBD,9
複勝,PASS_HTML,920,10,2026-08-02,pw01sde1001202601040720260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040720260802%2FBD,12
枠連,PASS_HTML,7960,19,2026-08-02,pw01sde1001202601040720260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040720260802%2FBD,4-7
ワイド,PASS_HTML,1950,23,2026-08-02,pw01sde1001202601040720260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040720260802%2FBD,4-9
ワイド,PASS_HTML,5340,44,2026-08-02,pw01sde1001202601040720260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040720260802%2FBD,4-12
ワイド,PASS_HTML,1470,16,2026-08-02,pw01sde1001202601040720260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040720260802%2FBD,9-12
馬連,PASS_HTML,7590,25,2026-08-02,pw01sde1001202601040720260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040720260802%2FBD,4-9
馬単,PASS_HTML,18560,52,2026-08-02,pw01sde1001202601040720260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040720260802%2FBD,4-9
3連複,PASS_HTML,28530,79,2026-08-02,pw01sde1001202601040720260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040720260802%2FBD,4-9-12
3連単,PASS_HTML,231140,478,2026-08-02,pw01sde1001202601040720260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040720260802%2FBD,4-9-12
単勝,QUARANTINED_HTML:track_condition,840,6,2026-08-02,pw01sde1001202601040620260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040620260802%2F08,10
複勝,QUARANTINED_HTML:track_condition,280,6,2026-08-02,pw01sde1001202601040620260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040620260802%2F08,10
複勝,QUARANTINED_HTML:track_condition,960,10,2026-08-02,pw01sde1001202601040620260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040620260802%2F08,1
複勝,QUARANTINED_HTML:track_condition,250,3,2026-08-02,pw01sde1001202601040620260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040620260802%2F08,2
枠連,QUARANTINED_HTML:track_condition,8460,27,2026-08-02,pw01sde1001202601040620260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040620260802%2F08,1-8
ワイド,QUARANTINED_HTML:track_condition,3380,40,2026-08-02,pw01sde1001202601040620260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040620260802%2F08,1-10
ワイド,QUARANTINED_HTML:track_condition,1360,22,2026-08-02,pw01sde1001202601040620260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040620260802%2F08,2-10
ワイド,QUARANTINED_HTML:track_condition,3390,41,2026-08-02,pw01sde1001202601040620260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040620260802%2F08,1-2
馬連,QUARANTINED_HTML:track_condition,15050,42,2026-08-02,pw01sde1001202601040620260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040620260802%2F08,1-10
馬単,QUARANTINED_HTML:track_condition,23480,78,2026-08-02,pw01sde1001202601040620260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040620260802%2F08,10-1
3連複,QUARANTINED_HTML:track_condition,29960,105,2026-08-02,pw01sde1001202601040620260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040620260802%2F08,1-2-10
3連単,QUARANTINED_HTML:track_condition,142400,554,2026-08-02,pw01sde1001202601040620260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040620260802%2F08,10-1-2
単勝,PASS_HTML,460,2,2026-08-02,pw01sde1001202601040820260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040820260802%2F72,2
複勝,PASS_HTML,170,2,2026-08-02,pw01sde1001202601040820260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040820260802%2F72,2
複勝,PASS_HTML,240,4,2026-08-02,pw01sde1001202601040820260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040820260802%2F72,1
複勝,PASS_HTML,150,1,2026-08-02,pw01sde1001202601040820260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040820260802%2F72,14
枠連,PASS_HTML,2370,10,2026-08-02,pw01sde1001202601040820260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040820260802%2F72,1-2
ワイド,PASS_HTML,950,11,2026-08-02,pw01sde1001202601040820260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040820260802%2F72,1-2
ワイド,PASS_HTML,530,2,2026-08-02,pw01sde1001202601040820260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040820260802%2F72,2-14
ワイド,PASS_HTML,890,8,2026-08-02,pw01sde1001202601040820260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040820260802%2F72,1-14
馬連,PASS_HTML,2240,6,2026-08-02,pw01sde1001202601040820260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040820260802%2F72,1-2
馬単,PASS_HTML,3980,14,2026-08-02,pw01sde1001202601040820260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040820260802%2F72,2-1
3連複,PASS_HTML,3260,4,2026-08-02,pw01sde1001202601040820260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040820260802%2F72,1-2-14
3連単,PASS_HTML,15830,23,2026-08-02,pw01sde1001202601040820260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040820260802%2F72,2-1-14
単勝,QUARANTINED_HTML:track_condition,170,1,2026-08-02,pw01sde1001202601041020260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041020260802%2F1C,8
複勝,QUARANTINED_HTML:track_condition,110,1,2026-08-02,pw01sde1001202601041020260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041020260802%2F1C,8
複勝,QUARANTINED_HTML:track_condition,130,2,2026-08-02,pw01sde1001202601041020260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041020260802%2F1C,1
複勝,QUARANTINED_HTML:track_condition,290,5,2026-08-02,pw01sde1001202601041020260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041020260802%2F1C,9
枠連,QUARANTINED_HTML:track_condition,440,2,2026-08-02,pw01sde1001202601041020260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041020260802%2F1C,1-7
ワイド,QUARANTINED_HTML:track_condition,200,2,2026-08-02,pw01sde1001202601041020260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041020260802%2F1C,1-8
ワイド,QUARANTINED_HTML:track_condition,780,7,2026-08-02,pw01sde1001202601041020260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041020260802%2F1C,8-9
ワイド,QUARANTINED_HTML:track_condition,1030,10,2026-08-02,pw01sde1001202601041020260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041020260802%2F1C,1-9
馬連,QUARANTINED_HTML:track_condition,400,2,2026-08-02,pw01sde1001202601041020260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041020260802%2F1C,1-8
馬単,QUARANTINED_HTML:track_condition,590,2,2026-08-02,pw01sde1001202601041020260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041020260802%2F1C,8-1
3連複,QUARANTINED_HTML:track_condition,2780,7,2026-08-02,pw01sde1001202601041020260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041020260802%2F1C,1-8-9
3連単,QUARANTINED_HTML:track_condition,5410,15,2026-08-02,pw01sde1001202601041020260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041020260802%2F1C,8-1-9
単勝,PASS_HTML,540,2,2026-08-02,pw01sde1001202601041220260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041220260802%2F86,5
複勝,PASS_HTML,230,2,2026-08-02,pw01sde1001202601041220260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041220260802%2F86,5
複勝,PASS_HTML,160,1,2026-08-02,pw01sde1001202601041220260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041220260802%2F86,2
複勝,PASS_HTML,1140,13,2026-08-02,pw01sde1001202601041220260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041220260802%2F86,11
枠連,PASS_HTML,790,1,2026-08-02,pw01sde1001202601041220260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041220260802%2F86,2-4
ワイド,PASS_HTML,500,1,2026-08-02,pw01sde1001202601041220260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041220260802%2F86,2-5
ワイド,PASS_HTML,5310,65,2026-08-02,pw01sde1001202601041220260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041220260802%2F86,5-11
ワイド,PASS_HTML,2830,40,2026-08-02,pw01sde1001202601041220260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041220260802%2F86,2-11
馬連,PASS_HTML,960,1,2026-08-02,pw01sde1001202601041220260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041220260802%2F86,2-5
馬単,PASS_HTML,2310,3,2026-08-02,pw01sde1001202601041220260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041220260802%2F86,5-2
3連複,PASS_HTML,22440,91,2026-08-02,pw01sde1001202601041220260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041220260802%2F86,2-5-11
3連単,PASS_HTML,81470,292,2026-08-02,pw01sde1001202601041220260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041220260802%2F86,5-2-11
単勝,QUARANTINED_HTML:track_condition,1770,7,2026-08-02,pw01sde1001202601040920260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040920260802%2F27,8
複勝,QUARANTINED_HTML:track_condition,430,7,2026-08-02,pw01sde1001202601040920260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040920260802%2F27,8
複勝,QUARANTINED_HTML:track_condition,170,1,2026-08-02,pw01sde1001202601040920260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040920260802%2F27,5
複勝,QUARANTINED_HTML:track_condition,770,9,2026-08-02,pw01sde1001202601040920260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040920260802%2F27,10
枠連,QUARANTINED_HTML:track_condition,870,1,2026-08-02,pw01sde1001202601040920260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040920260802%2F27,5-6
ワイド,QUARANTINED_HTML:track_condition,1110,13,2026-08-02,pw01sde1001202601040920260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040920260802%2F27,5-8
ワイド,QUARANTINED_HTML:track_condition,4670,45,2026-08-02,pw01sde1001202601040920260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040920260802%2F27,8-10
ワイド,QUARANTINED_HTML:track_condition,1420,19,2026-08-02,pw01sde1001202601040920260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040920260802%2F27,5-10
馬連,QUARANTINED_HTML:track_condition,2860,13,2026-08-02,pw01sde1001202601040920260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040920260802%2F27,5-8
馬単,QUARANTINED_HTML:track_condition,8110,34,2026-08-02,pw01sde1001202601040920260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040920260802%2F27,8-5
3連複,QUARANTINED_HTML:track_condition,17600,61,2026-08-02,pw01sde1001202601040920260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040920260802%2F27,5-8-10
3連単,QUARANTINED_HTML:track_condition,119110,370,2026-08-02,pw01sde1001202601040920260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040920260802%2F27,8-5-10
単勝,PASS_HTML,290,1,2026-08-02,pw01sde1001202601041120260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041120260802%2FD1,7
複勝,PASS_HTML,130,1,2026-08-02,pw01sde1001202601041120260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041120260802%2FD1,7
複勝,PASS_HTML,230,3,2026-08-02,pw01sde1001202601041120260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041120260802%2FD1,11
複勝,PASS_HTML,320,5,2026-08-02,pw01sde1001202601041120260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041120260802%2FD1,14
枠連,PASS_HTML,770,3,2026-08-02,pw01sde1001202601041120260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041120260802%2FD1,5-7
ワイド,PASS_HTML,450,2,2026-08-02,pw01sde1001202601041120260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041120260802%2FD1,7-11
ワイド,PASS_HTML,900,9,2026-08-02,pw01sde1001202601041120260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041120260802%2FD1,7-14
ワイド,PASS_HTML,1940,22,2026-08-02,pw01sde1001202601041120260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041120260802%2FD1,11-14
馬連,PASS_HTML,1120,2,2026-08-02,pw01sde1001202601041120260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041120260802%2FD1,7-11
馬単,PASS_HTML,1790,3,2026-08-02,pw01sde1001202601041120260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041120260802%2FD1,7-11
3連複,PASS_HTML,5560,14,2026-08-02,pw01sde1001202601041120260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041120260802%2FD1,7-11-14
3連単,PASS_HTML,22210,49,2026-08-02,pw01sde1001202601041120260802,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041120260802%2FD1,7-11-14
単勝,PASS_HTML,210,1,2026-08-01,pw01sde1004202602030120260801,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602030120260801%2F5E,10
複勝,PASS_HTML,130,1,2026-08-01,pw01sde1004202602030120260801,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602030120260801%2F5E,10
複勝,PASS_HTML,380,5,2026-08-01,pw01sde1004202602030120260801,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602030120260801%2F5E,4
複勝,PASS_HTML,430,6,2026-08-01,pw01sde1004202602030120260801,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602030120260801%2F5E,7
枠連,PASS_HTML,2040,7,2026-08-01,pw01sde1004202602030120260801,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602030120260801%2F5E,4-8
