bet_type,data_status,payout_per_100_yen,payout_popularity,race_date,race_id,source_url,winning_selection
複勝,QUARANTINED_HTML:track_condition,690,7,2026-08-15,pw01sde0107202602070120260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0107202602070120260815%2F77,16
複勝,QUARANTINED_HTML:track_condition,3250,13,2026-08-15,pw01sde0107202602070120260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0107202602070120260815%2F77,6
複勝,QUARANTINED_HTML:track_condition,2210,11,2026-08-15,pw01sde0107202602070120260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0107202602070120260815%2F77,11
枠連,QUARANTINED_HTML:track_condition,5570,16,2026-08-15,pw01sde0107202602070120260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0107202602070120260815%2F77,3-8
ワイド,QUARANTINED_HTML:track_condition,25060,85,2026-08-15,pw01sde0107202602070120260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0107202602070120260815%2F77,6-16
ワイド,QUARANTINED_HTML:track_condition,14620,67,2026-08-15,pw01sde0107202602070120260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0107202602070120260815%2F77,11-16
ワイド,QUARANTINED_HTML:track_condition,20990,76,2026-08-15,pw01sde0107202602070120260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0107202602070120260815%2F77,6-11
馬連,QUARANTINED_HTML:track_condition,117680,82,2026-08-15,pw01sde0107202602070120260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0107202602070120260815%2F77,6-16
馬単,QUARANTINED_HTML:track_condition,133080,145,2026-08-15,pw01sde0107202602070120260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0107202602070120260815%2F77,16-6
3連複,QUARANTINED_HTML:track_condition,657860,365,2026-08-15,pw01sde0107202602070120260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0107202602070120260815%2F77,6-11-16
3連単,QUARANTINED_HTML:track_condition,8783430,2646,2026-08-15,pw01sde0107202602070120260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0107202602070120260815%2F77,16-6-11
単勝,PASS_HTML,490,2,2026-08-16,pw01sde0104202602080120260816,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0104202602080120260816%2FC9,1
複勝,PASS_HTML,110,2,2026-08-16,pw01sde0104202602080120260816,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0104202602080120260816%2FC9,1
複勝,PASS_HTML,180,4,2026-08-16,pw01sde0104202602080120260816,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0104202602080120260816%2FC9,4
複勝,PASS_HTML,100,1,2026-08-16,pw01sde0104202602080120260816,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0104202602080120260816%2FC9,8
枠連,PASS_HTML,3270,8,2026-08-16,pw01sde0104202602080120260816,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0104202602080120260816%2FC9,1-4
ワイド,PASS_HTML,640,8,2026-08-16,pw01sde0104202602080120260816,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0104202602080120260816%2FC9,1-4
ワイド,PASS_HTML,150,1,2026-08-16,pw01sde0104202602080120260816,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0104202602080120260816%2FC9,1-8
ワイド,PASS_HTML,280,4,2026-08-16,pw01sde0104202602080120260816,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0104202602080120260816%2FC9,4-8
馬連,PASS_HTML,3430,10,2026-08-16,pw01sde0104202602080120260816,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0104202602080120260816%2FC9,1-4
馬単,PASS_HTML,6670,15,2026-08-16,pw01sde0104202602080120260816,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0104202602080120260816%2FC9,1-4
3連複,PASS_HTML,940,2,2026-08-16,pw01sde0104202602080120260816,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0104202602080120260816%2FC9,1-4-8
3連単,PASS_HTML,13450,44,2026-08-16,pw01sde0104202602080120260816,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0104202602080120260816%2FC9,1-4-8
単勝,QUARANTINED_HTML:track_condition,710,3,2026-08-15,pw01sde1001202601070320260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070320260815%2FD3,11
複勝,QUARANTINED_HTML:track_condition,200,3,2026-08-15,pw01sde1001202601070320260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070320260815%2FD3,11
複勝,QUARANTINED_HTML:track_condition,240,4,2026-08-15,pw01sde1001202601070320260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070320260815%2FD3,1
複勝,QUARANTINED_HTML:track_condition,290,6,2026-08-15,pw01sde1001202601070320260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070320260815%2FD3,10
枠連,QUARANTINED_HTML:track_condition,970,4,2026-08-15,pw01sde1001202601070320260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070320260815%2FD3,1-8
ワイド,QUARANTINED_HTML:track_condition,740,6,2026-08-15,pw01sde1001202601070320260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070320260815%2FD3,1-11
ワイド,QUARANTINED_HTML:track_condition,870,10,2026-08-15,pw01sde1001202601070320260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070320260815%2FD3,10-11
ワイド,QUARANTINED_HTML:track_condition,1380,21,2026-08-15,pw01sde1001202601070320260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070320260815%2FD3,1-10
馬連,QUARANTINED_HTML:track_condition,2670,12,2026-08-15,pw01sde1001202601070320260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070320260815%2FD3,1-11
馬単,QUARANTINED_HTML:track_condition,4850,20,2026-08-15,pw01sde1001202601070320260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070320260815%2FD3,11-1
3連複,QUARANTINED_HTML:track_condition,6920,27,2026-08-15,pw01sde1001202601070320260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070320260815%2FD3,1-10-11
3連単,QUARANTINED_HTML:track_condition,36470,140,2026-08-15,pw01sde1001202601070320260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070320260815%2FD3,11-1-10
単勝,PASS_HTML,140,1,2026-08-15,pw01sde1001202601070220260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070220260815%2F1E,9
複勝,PASS_HTML,110,1,2026-08-15,pw01sde1001202601070220260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070220260815%2F1E,9
複勝,PASS_HTML,160,3,2026-08-15,pw01sde1001202601070220260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070220260815%2F1E,2
複勝,PASS_HTML,210,4,2026-08-15,pw01sde1001202601070220260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070220260815%2F1E,8
枠連,PASS_HTML,540,3,2026-08-15,pw01sde1001202601070220260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070220260815%2F1E,2-8
ワイド,PASS_HTML,260,2,2026-08-15,pw01sde1001202601070220260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070220260815%2F1E,2-9
ワイド,PASS_HTML,330,3,2026-08-15,pw01sde1001202601070220260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070220260815%2F1E,8-9
ワイド,PASS_HTML,790,9,2026-08-15,pw01sde1001202601070220260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070220260815%2F1E,2-8
馬連,PASS_HTML,680,2,2026-08-15,pw01sde1001202601070220260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070220260815%2F1E,2-9
馬単,PASS_HTML,720,3,2026-08-15,pw01sde1001202601070220260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070220260815%2F1E,9-2
3連複,PASS_HTML,1770,6,2026-08-15,pw01sde1001202601070220260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070220260815%2F1E,2-8-9
3連単,PASS_HTML,3510,9,2026-08-15,pw01sde1001202601070220260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070220260815%2F1E,9-2-8
単勝,QUARANTINED_HTML:track_condition,850,4,2026-08-15,pw01sde1001202601070420260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070420260815%2F88,12
複勝,QUARANTINED_HTML:track_condition,280,4,2026-08-15,pw01sde1001202601070420260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070420260815%2F88,12
複勝,QUARANTINED_HTML:track_condition,170,2,2026-08-15,pw01sde1001202601070420260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070420260815%2F88,3
複勝,QUARANTINED_HTML:track_condition,370,6,2026-08-15,pw01sde1001202601070420260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070420260815%2F88,7
枠連,QUARANTINED_HTML:track_condition,1590,5,2026-08-15,pw01sde1001202601070420260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070420260815%2F88,3-8
ワイド,QUARANTINED_HTML:track_condition,840,10,2026-08-15,pw01sde1001202601070420260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070420260815%2F88,3-12
ワイド,QUARANTINED_HTML:track_condition,1990,20,2026-08-15,pw01sde1001202601070420260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070420260815%2F88,7-12
ワイド,QUARANTINED_HTML:track_condition,950,11,2026-08-15,pw01sde1001202601070420260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070420260815%2F88,3-7
馬連,QUARANTINED_HTML:track_condition,2160,8,2026-08-15,pw01sde1001202601070420260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070420260815%2F88,3-12
馬単,QUARANTINED_HTML:track_condition,4770,18,2026-08-15,pw01sde1001202601070420260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070420260815%2F88,12-3
3連複,QUARANTINED_HTML:track_condition,8560,24,2026-08-15,pw01sde1001202601070420260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070420260815%2F88,3-7-12
3連単,QUARANTINED_HTML:track_condition,43000,119,2026-08-15,pw01sde1001202601070420260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070420260815%2F88,12-3-7
単勝,PASS_HTML,270,1,2026-08-15,pw01sde1001202601070520260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070520260815%2F3D,5
複勝,PASS_HTML,130,1,2026-08-15,pw01sde1001202601070520260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070520260815%2F3D,5
複勝,PASS_HTML,150,2,2026-08-15,pw01sde1001202601070520260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070520260815%2F3D,1
複勝,PASS_HTML,340,6,2026-08-15,pw01sde1001202601070520260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070520260815%2F3D,2
枠連,PASS_HTML,560,2,2026-08-15,pw01sde1001202601070520260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070520260815%2F3D,1-5
ワイド,PASS_HTML,270,1,2026-08-15,pw01sde1001202601070520260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070520260815%2F3D,1-5
ワイド,PASS_HTML,840,11,2026-08-15,pw01sde1001202601070520260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070520260815%2F3D,2-5
ワイド,PASS_HTML,870,12,2026-08-15,pw01sde1001202601070520260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070520260815%2F3D,1-2
馬連,PASS_HTML,580,1,2026-08-15,pw01sde1001202601070520260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070520260815%2F3D,1-5
馬単,PASS_HTML,930,1,2026-08-15,pw01sde1001202601070520260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070520260815%2F3D,5-1
3連複,PASS_HTML,2120,5,2026-08-15,pw01sde1001202601070520260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070520260815%2F3D,1-2-5
3連単,PASS_HTML,6060,6,2026-08-15,pw01sde1001202601070520260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070520260815%2F3D,5-1-2
単勝,PASS_HTML,400,2,2026-08-15,pw01sde1001202601070620260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070620260815%2FF2,7
複勝,PASS_HTML,170,2,2026-08-15,pw01sde1001202601070620260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070620260815%2FF2,7
複勝,PASS_HTML,320,7,2026-08-15,pw01sde1001202601070620260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070620260815%2FF2,11
複勝,PASS_HTML,260,5,2026-08-15,pw01sde1001202601070620260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070620260815%2FF2,8
枠連,PASS_HTML,1550,8,2026-08-15,pw01sde1001202601070620260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070620260815%2FF2,5-7
ワイド,PASS_HTML,720,9,2026-08-15,pw01sde1001202601070620260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070620260815%2FF2,7-11
ワイド,PASS_HTML,690,8,2026-08-15,pw01sde1001202601070620260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070620260815%2FF2,7-8
ワイド,PASS_HTML,1430,19,2026-08-15,pw01sde1001202601070620260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070620260815%2FF2,8-11
馬連,PASS_HTML,2050,11,2026-08-15,pw01sde1001202601070620260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070620260815%2FF2,7-11
馬単,PASS_HTML,3580,16,2026-08-15,pw01sde1001202601070620260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070620260815%2FF2,7-11
3連複,PASS_HTML,5300,21,2026-08-15,pw01sde1001202601070620260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070620260815%2FF2,7-8-11
3連単,PASS_HTML,31160,124,2026-08-15,pw01sde1001202601070620260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070620260815%2FF2,7-11-8
単勝,QUARANTINED_HTML:track_condition,260,1,2026-08-15,pw01sde1001202601070820260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070820260815%2F5C,9
複勝,QUARANTINED_HTML:track_condition,130,1,2026-08-15,pw01sde1001202601070820260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070820260815%2F5C,9
複勝,QUARANTINED_HTML:track_condition,380,7,2026-08-15,pw01sde1001202601070820260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070820260815%2F5C,8
複勝,QUARANTINED_HTML:track_condition,160,2,2026-08-15,pw01sde1001202601070820260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070820260815%2F5C,10
枠連,QUARANTINED_HTML:track_condition,1970,7,2026-08-15,pw01sde1001202601070820260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070820260815%2F5C,7-7
ワイド,QUARANTINED_HTML:track_condition,800,12,2026-08-15,pw01sde1001202601070820260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070820260815%2F5C,8-9
ワイド,QUARANTINED_HTML:track_condition,290,1,2026-08-15,pw01sde1001202601070820260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070820260815%2F5C,9-10
ワイド,QUARANTINED_HTML:track_condition,1730,24,2026-08-15,pw01sde1001202601070820260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070820260815%2F5C,8-10
馬連,QUARANTINED_HTML:track_condition,1960,7,2026-08-15,pw01sde1001202601070820260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070820260815%2F5C,8-9
馬単,QUARANTINED_HTML:track_condition,3110,12,2026-08-15,pw01sde1001202601070820260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070820260815%2F5C,9-8
3連複,QUARANTINED_HTML:track_condition,4270,16,2026-08-15,pw01sde1001202601070820260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070820260815%2F5C,8-9-10
3連単,QUARANTINED_HTML:track_condition,15970,57,2026-08-15,pw01sde1001202601070820260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070820260815%2F5C,9-8-10
単勝,PASS_HTML,330,2,2026-08-15,pw01sde1001202601070920260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070920260815%2F11,8
複勝,PASS_HTML,120,2,2026-08-15,pw01sde1001202601070920260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070920260815%2F11,8
複勝,PASS_HTML,120,1,2026-08-15,pw01sde1001202601070920260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070920260815%2F11,6
複勝,PASS_HTML,150,5,2026-08-15,pw01sde1001202601070920260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070920260815%2F11,1
ワイド,PASS_HTML,210,2,2026-08-15,pw01sde1001202601070920260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070920260815%2F11,6-8
ワイド,PASS_HTML,340,5,2026-08-15,pw01sde1001202601070920260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070920260815%2F11,1-8
ワイド,PASS_HTML,360,8,2026-08-15,pw01sde1001202601070920260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070920260815%2F11,1-6
馬連,PASS_HTML,500,2,2026-08-15,pw01sde1001202601070920260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070920260815%2F11,6-8
馬単,PASS_HTML,1010,3,2026-08-15,pw01sde1001202601070920260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070920260815%2F11,8-6
3連複,PASS_HTML,1040,6,2026-08-15,pw01sde1001202601070920260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070920260815%2F11,1-6-8
3連単,PASS_HTML,4210,15,2026-08-15,pw01sde1001202601070920260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070920260815%2F11,8-6-1
単勝,PASS_HTML,1930,6,2026-08-15,pw01sde1001202601070720260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070720260815%2FA7,4
複勝,PASS_HTML,470,7,2026-08-15,pw01sde1001202601070720260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070720260815%2FA7,4
複勝,PASS_HTML,440,6,2026-08-15,pw01sde1001202601070720260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070720260815%2FA7,5
複勝,PASS_HTML,180,2,2026-08-15,pw01sde1001202601070720260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070720260815%2FA7,9
枠連,PASS_HTML,11000,29,2026-08-15,pw01sde1001202601070720260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070720260815%2FA7,3-3
ワイド,PASS_HTML,3120,32,2026-08-15,pw01sde1001202601070720260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070720260815%2FA7,4-5
ワイド,PASS_HTML,1560,18,2026-08-15,pw01sde1001202601070720260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070720260815%2FA7,4-9
ワイド,PASS_HTML,1290,13,2026-08-15,pw01sde1001202601070720260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070720260815%2FA7,5-9
馬連,PASS_HTML,12090,32,2026-08-15,pw01sde1001202601070720260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070720260815%2FA7,4-5
馬単,PASS_HTML,26640,60,2026-08-15,pw01sde1001202601070720260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070720260815%2FA7,4-5
3連複,PASS_HTML,16130,51,2026-08-15,pw01sde1001202601070720260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070720260815%2FA7,4-5-9
3連単,PASS_HTML,169780,419,2026-08-15,pw01sde1001202601070720260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601070720260815%2FA7,4-5-9
単勝,PASS_HTML,190,1,2026-08-15,pw01sde1001202601071020260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601071020260815%2F06,12
複勝,PASS_HTML,110,1,2026-08-15,pw01sde1001202601071020260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601071020260815%2F06,12
複勝,PASS_HTML,220,4,2026-08-15,pw01sde1001202601071020260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601071020260815%2F06,2
複勝,PASS_HTML,210,2,2026-08-15,pw01sde1001202601071020260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601071020260815%2F06,14
枠連,PASS_HTML,860,3,2026-08-15,pw01sde1001202601071020260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601071020260815%2F06,1-6
ワイド,PASS_HTML,480,3,2026-08-15,pw01sde1001202601071020260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601071020260815%2F06,2-12
ワイド,PASS_HTML,370,1,2026-08-15,pw01sde1001202601071020260815,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601071020260815%2F06,12-14
