bet_type,data_status,payout_per_100_yen,payout_popularity,race_date,race_id,source_url,winning_selection
ワイド,QUARANTINED_HTML:track_condition,300,2,2026-08-09,pw01sde0101202601060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0101202601060120260809%2FB1,10-12
ワイド,QUARANTINED_HTML:track_condition,2050,26,2026-08-09,pw01sde0101202601060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0101202601060120260809%2FB1,4-10
ワイド,QUARANTINED_HTML:track_condition,1130,12,2026-08-09,pw01sde0101202601060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0101202601060120260809%2FB1,4-12
馬連,QUARANTINED_HTML:track_condition,620,2,2026-08-09,pw01sde0101202601060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0101202601060120260809%2FB1,10-12
馬単,QUARANTINED_HTML:track_condition,1950,7,2026-08-09,pw01sde0101202601060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0101202601060120260809%2FB1,10-12
3連複,QUARANTINED_HTML:track_condition,3440,14,2026-08-09,pw01sde0101202601060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0101202601060120260809%2FB1,4-10-12
3連単,QUARANTINED_HTML:track_condition,21820,71,2026-08-09,pw01sde0101202601060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0101202601060120260809%2FB1,10-12-4
単勝,PASS_HTML,200,1,2026-08-09,pw01sde0104202602060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0104202602060120260809%2FC0,8
複勝,PASS_HTML,130,1,2026-08-09,pw01sde0104202602060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0104202602060120260809%2FC0,8
複勝,PASS_HTML,210,5,2026-08-09,pw01sde0104202602060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0104202602060120260809%2FC0,11
複勝,PASS_HTML,820,9,2026-08-09,pw01sde0104202602060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0104202602060120260809%2FC0,15
枠連,PASS_HTML,700,3,2026-08-09,pw01sde0104202602060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0104202602060120260809%2FC0,4-6
ワイド,PASS_HTML,370,2,2026-08-09,pw01sde0104202602060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0104202602060120260809%2FC0,8-11
ワイド,PASS_HTML,1960,21,2026-08-09,pw01sde0104202602060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0104202602060120260809%2FC0,8-15
ワイド,PASS_HTML,3330,34,2026-08-09,pw01sde0104202602060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0104202602060120260809%2FC0,11-15
馬連,PASS_HTML,710,2,2026-08-09,pw01sde0104202602060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0104202602060120260809%2FC0,8-11
馬単,PASS_HTML,1030,1,2026-08-09,pw01sde0104202602060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0104202602060120260809%2FC0,8-11
3連複,PASS_HTML,7670,23,2026-08-09,pw01sde0104202602060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0104202602060120260809%2FC0,8-11-15
3連単,PASS_HTML,19450,56,2026-08-09,pw01sde0104202602060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0104202602060120260809%2FC0,8-11-15
単勝,PASS_HTML,360,3,2026-08-09,pw01sde0107202602060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0107202602060120260809%2F9E,14
複勝,PASS_HTML,130,1,2026-08-09,pw01sde0107202602060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0107202602060120260809%2F9E,14
複勝,PASS_HTML,140,3,2026-08-09,pw01sde0107202602060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0107202602060120260809%2F9E,15
複勝,PASS_HTML,240,4,2026-08-09,pw01sde0107202602060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0107202602060120260809%2F9E,4
枠連,PASS_HTML,500,3,2026-08-09,pw01sde0107202602060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0107202602060120260809%2F9E,7-8
ワイド,PASS_HTML,280,2,2026-08-09,pw01sde0107202602060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0107202602060120260809%2F9E,14-15
ワイド,PASS_HTML,780,8,2026-08-09,pw01sde0107202602060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0107202602060120260809%2F9E,4-14
ワイド,PASS_HTML,770,7,2026-08-09,pw01sde0107202602060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0107202602060120260809%2F9E,4-15
馬連,PASS_HTML,570,3,2026-08-09,pw01sde0107202602060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0107202602060120260809%2F9E,14-15
馬単,PASS_HTML,1200,5,2026-08-09,pw01sde0107202602060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0107202602060120260809%2F9E,14-15
3連複,PASS_HTML,2310,4,2026-08-09,pw01sde0107202602060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0107202602060120260809%2F9E,4-14-15
3連単,PASS_HTML,9210,15,2026-08-09,pw01sde0107202602060120260809,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0107202602060120260809%2F9E,14-15-4
単勝,QUARANTINED_HTML:track_condition,280,1,2026-08-08,pw01sde1001202601050120260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050120260808%2F60,6
複勝,QUARANTINED_HTML:track_condition,130,1,2026-08-08,pw01sde1001202601050120260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050120260808%2F60,6
複勝,QUARANTINED_HTML:track_condition,290,4,2026-08-08,pw01sde1001202601050120260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050120260808%2F60,10
複勝,QUARANTINED_HTML:track_condition,350,6,2026-08-08,pw01sde1001202601050120260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050120260808%2F60,3
枠連,QUARANTINED_HTML:track_condition,1170,3,2026-08-08,pw01sde1001202601050120260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050120260808%2F60,4-6
ワイド,QUARANTINED_HTML:track_condition,680,5,2026-08-08,pw01sde1001202601050120260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050120260808%2F60,6-10
ワイド,QUARANTINED_HTML:track_condition,580,3,2026-08-08,pw01sde1001202601050120260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050120260808%2F60,3-6
ワイド,QUARANTINED_HTML:track_condition,3130,38,2026-08-08,pw01sde1001202601050120260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050120260808%2F60,3-10
馬連,QUARANTINED_HTML:track_condition,1710,5,2026-08-08,pw01sde1001202601050120260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050120260808%2F60,6-10
馬単,QUARANTINED_HTML:track_condition,2860,7,2026-08-08,pw01sde1001202601050120260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050120260808%2F60,6-10
3連複,QUARANTINED_HTML:track_condition,6160,19,2026-08-08,pw01sde1001202601050120260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050120260808%2F60,3-6-10
3連単,QUARANTINED_HTML:track_condition,24430,59,2026-08-08,pw01sde1001202601050120260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050120260808%2F60,6-10-3
単勝,PASS_HTML,300,1,2026-08-08,pw01sde1001202601050220260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050220260808%2F15,7
複勝,PASS_HTML,150,1,2026-08-08,pw01sde1001202601050220260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050220260808%2F15,7
複勝,PASS_HTML,580,9,2026-08-08,pw01sde1001202601050220260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050220260808%2F15,10
複勝,PASS_HTML,420,7,2026-08-08,pw01sde1001202601050220260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050220260808%2F15,11
枠連,PASS_HTML,1940,9,2026-08-08,pw01sde1001202601050220260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050220260808%2F15,5-7
ワイド,PASS_HTML,1420,21,2026-08-08,pw01sde1001202601050220260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050220260808%2F15,7-10
ワイド,PASS_HTML,1010,13,2026-08-08,pw01sde1001202601050220260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050220260808%2F15,7-11
ワイド,PASS_HTML,3910,37,2026-08-08,pw01sde1001202601050220260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050220260808%2F15,10-11
馬連,PASS_HTML,4500,18,2026-08-08,pw01sde1001202601050220260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050220260808%2F15,7-10
馬単,PASS_HTML,7390,30,2026-08-08,pw01sde1001202601050220260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050220260808%2F15,7-10
3連複,PASS_HTML,15680,53,2026-08-08,pw01sde1001202601050220260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050220260808%2F15,7-10-11
3連単,PASS_HTML,72110,249,2026-08-08,pw01sde1001202601050220260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050220260808%2F15,7-10-11
単勝,PASS_HTML,510,3,2026-08-08,pw01sde1001202601050520260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050520260808%2F34,5
複勝,PASS_HTML,160,2,2026-08-08,pw01sde1001202601050520260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050520260808%2F34,5
複勝,PASS_HTML,240,4,2026-08-08,pw01sde1001202601050520260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050520260808%2F34,6
複勝,PASS_HTML,350,7,2026-08-08,pw01sde1001202601050520260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050520260808%2F34,9
枠連,PASS_HTML,1760,8,2026-08-08,pw01sde1001202601050520260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050520260808%2F34,5-5
ワイド,PASS_HTML,650,8,2026-08-08,pw01sde1001202601050520260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050520260808%2F34,5-6
ワイド,PASS_HTML,1140,17,2026-08-08,pw01sde1001202601050520260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050520260808%2F34,5-9
ワイド,PASS_HTML,1280,18,2026-08-08,pw01sde1001202601050520260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050520260808%2F34,6-9
馬連,PASS_HTML,1650,7,2026-08-08,pw01sde1001202601050520260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050520260808%2F34,5-6
馬単,PASS_HTML,2920,12,2026-08-08,pw01sde1001202601050520260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050520260808%2F34,5-6
3連複,PASS_HTML,8240,31,2026-08-08,pw01sde1001202601050520260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050520260808%2F34,5-6-9
3連単,PASS_HTML,28020,101,2026-08-08,pw01sde1001202601050520260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050520260808%2F34,5-6-9
単勝,QUARANTINED_HTML:track_condition,460,3,2026-08-08,pw01sde1001202601050320260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050320260808%2FCA,14
複勝,QUARANTINED_HTML:track_condition,240,4,2026-08-08,pw01sde1001202601050320260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050320260808%2FCA,14
複勝,QUARANTINED_HTML:track_condition,230,3,2026-08-08,pw01sde1001202601050320260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050320260808%2FCA,10
複勝,QUARANTINED_HTML:track_condition,340,6,2026-08-08,pw01sde1001202601050320260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050320260808%2FCA,11
枠連,QUARANTINED_HTML:track_condition,740,2,2026-08-08,pw01sde1001202601050320260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050320260808%2FCA,6-8
ワイド,QUARANTINED_HTML:track_condition,580,5,2026-08-08,pw01sde1001202601050320260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050320260808%2FCA,10-14
ワイド,QUARANTINED_HTML:track_condition,1870,24,2026-08-08,pw01sde1001202601050320260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050320260808%2FCA,11-14
ワイド,QUARANTINED_HTML:track_condition,1450,21,2026-08-08,pw01sde1001202601050320260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050320260808%2FCA,10-11
馬連,QUARANTINED_HTML:track_condition,1360,5,2026-08-08,pw01sde1001202601050320260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050320260808%2FCA,10-14
馬単,QUARANTINED_HTML:track_condition,2520,7,2026-08-08,pw01sde1001202601050320260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050320260808%2FCA,14-10
3連複,QUARANTINED_HTML:track_condition,9480,35,2026-08-08,pw01sde1001202601050320260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050320260808%2FCA,10-11-14
3連単,QUARANTINED_HTML:track_condition,32520,123,2026-08-08,pw01sde1001202601050320260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050320260808%2FCA,14-10-11
単勝,PASS_HTML,690,4,2026-08-08,pw01sde1001202601050420260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050420260808%2F7F,4
複勝,PASS_HTML,200,3,2026-08-08,pw01sde1001202601050420260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050420260808%2F7F,4
複勝,PASS_HTML,180,2,2026-08-08,pw01sde1001202601050420260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050420260808%2F7F,13
複勝,PASS_HTML,200,4,2026-08-08,pw01sde1001202601050420260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050420260808%2F7F,2
枠連,PASS_HTML,1040,4,2026-08-08,pw01sde1001202601050420260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050420260808%2F7F,3-8
ワイド,PASS_HTML,720,9,2026-08-08,pw01sde1001202601050420260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050420260808%2F7F,4-13
ワイド,PASS_HTML,760,10,2026-08-08,pw01sde1001202601050420260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050420260808%2F7F,2-4
ワイド,PASS_HTML,690,7,2026-08-08,pw01sde1001202601050420260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050420260808%2F7F,2-13
馬連,PASS_HTML,1980,9,2026-08-08,pw01sde1001202601050420260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050420260808%2F7F,4-13
馬単,PASS_HTML,4040,18,2026-08-08,pw01sde1001202601050420260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050420260808%2F7F,4-13
3連複,PASS_HTML,3540,12,2026-08-08,pw01sde1001202601050420260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050420260808%2F7F,2-4-13
3連単,PASS_HTML,24550,86,2026-08-08,pw01sde1001202601050420260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050420260808%2F7F,4-13-2
単勝,PASS_HTML,500,3,2026-08-08,pw01sde1001202601050620260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050620260808%2FE9,12
複勝,PASS_HTML,140,3,2026-08-08,pw01sde1001202601050620260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050620260808%2FE9,12
複勝,PASS_HTML,130,1,2026-08-08,pw01sde1001202601050620260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050620260808%2FE9,11
複勝,PASS_HTML,130,2,2026-08-08,pw01sde1001202601050620260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050620260808%2FE9,4
枠連,PASS_HTML,830,4,2026-08-08,pw01sde1001202601050620260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050620260808%2FE9,6-6
ワイド,PASS_HTML,300,2,2026-08-08,pw01sde1001202601050620260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050620260808%2FE9,11-12
ワイド,PASS_HTML,460,4,2026-08-08,pw01sde1001202601050620260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050620260808%2FE9,4-12
ワイド,PASS_HTML,280,1,2026-08-08,pw01sde1001202601050620260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050620260808%2FE9,4-11
馬連,PASS_HTML,840,2,2026-08-08,pw01sde1001202601050620260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050620260808%2FE9,11-12
馬単,PASS_HTML,1820,4,2026-08-08,pw01sde1001202601050620260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050620260808%2FE9,12-11
3連複,PASS_HTML,1210,1,2026-08-08,pw01sde1001202601050620260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050620260808%2FE9,4-11-12
3連単,PASS_HTML,6930,7,2026-08-08,pw01sde1001202601050620260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050620260808%2FE9,12-11-4
単勝,QUARANTINED_HTML:track_condition,600,2,2026-08-08,pw01sde1001202601050920260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050920260808%2F08,14
複勝,QUARANTINED_HTML:track_condition,190,2,2026-08-08,pw01sde1001202601050920260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050920260808%2F08,14
複勝,QUARANTINED_HTML:track_condition,580,7,2026-08-08,pw01sde1001202601050920260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050920260808%2F08,10
複勝,QUARANTINED_HTML:track_condition,650,8,2026-08-08,pw01sde1001202601050920260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050920260808%2F08,12
枠連,QUARANTINED_HTML:track_condition,2670,10,2026-08-08,pw01sde1001202601050920260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050920260808%2F08,6-8
ワイド,QUARANTINED_HTML:track_condition,1540,17,2026-08-08,pw01sde1001202601050920260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050920260808%2F08,10-14
ワイド,QUARANTINED_HTML:track_condition,1240,13,2026-08-08,pw01sde1001202601050920260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050920260808%2F08,12-14
ワイド,QUARANTINED_HTML:track_condition,4260,40,2026-08-08,pw01sde1001202601050920260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050920260808%2F08,10-12
馬連,QUARANTINED_HTML:track_condition,5300,19,2026-08-08,pw01sde1001202601050920260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050920260808%2F08,10-14
馬単,QUARANTINED_HTML:track_condition,7210,23,2026-08-08,pw01sde1001202601050920260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050920260808%2F08,14-10
3連複,QUARANTINED_HTML:track_condition,20020,62,2026-08-08,pw01sde1001202601050920260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050920260808%2F08,10-12-14
3連単,QUARANTINED_HTML:track_condition,96430,278,2026-08-08,pw01sde1001202601050920260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050920260808%2F08,14-10-12
単勝,QUARANTINED_HTML:track_condition,680,4,2026-08-08,pw01sde1001202601050720260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050720260808%2F9E,6
複勝,QUARANTINED_HTML:track_condition,220,3,2026-08-08,pw01sde1001202601050720260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050720260808%2F9E,6
複勝,QUARANTINED_HTML:track_condition,860,10,2026-08-08,pw01sde1001202601050720260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050720260808%2F9E,5
複勝,QUARANTINED_HTML:track_condition,280,5,2026-08-08,pw01sde1001202601050720260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050720260808%2F9E,4
枠連,QUARANTINED_HTML:track_condition,9820,22,2026-08-08,pw01sde1001202601050720260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050720260808%2F9E,5-5
ワイド,QUARANTINED_HTML:track_condition,2250,29,2026-08-08,pw01sde1001202601050720260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050720260808%2F9E,5-6
ワイド,QUARANTINED_HTML:track_condition,900,9,2026-08-08,pw01sde1001202601050720260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050720260808%2F9E,4-6
ワイド,QUARANTINED_HTML:track_condition,2560,31,2026-08-08,pw01sde1001202601050720260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050720260808%2F9E,4-5
馬連,QUARANTINED_HTML:track_condition,7500,25,2026-08-08,pw01sde1001202601050720260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050720260808%2F9E,5-6
馬単,QUARANTINED_HTML:track_condition,11390,40,2026-08-08,pw01sde1001202601050720260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050720260808%2F9E,6-5
3連複,QUARANTINED_HTML:track_condition,15970,54,2026-08-08,pw01sde1001202601050720260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050720260808%2F9E,4-5-6
3連単,QUARANTINED_HTML:track_condition,106860,309,2026-08-08,pw01sde1001202601050720260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050720260808%2F9E,6-5-4
単勝,PASS_HTML,4020,13,2026-08-08,pw01sde1001202601050820260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050820260808%2F53,16
複勝,PASS_HTML,1120,12,2026-08-08,pw01sde1001202601050820260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050820260808%2F53,16
複勝,PASS_HTML,790,11,2026-08-08,pw01sde1001202601050820260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050820260808%2F53,1
複勝,PASS_HTML,570,8,2026-08-08,pw01sde1001202601050820260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050820260808%2F53,12
枠連,PASS_HTML,6280,26,2026-08-08,pw01sde1001202601050820260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050820260808%2F53,1-8
ワイド,PASS_HTML,11210,86,2026-08-08,pw01sde1001202601050820260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050820260808%2F53,1-16
ワイド,PASS_HTML,5160,58,2026-08-08,pw01sde1001202601050820260808,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601050820260808%2F53,12-16
