body_weight_delta,carried_weight,corner_positions,course,data_status,distance_m,finish_position,horse_id,horse_name,horse_no,jockey,last3f,margin,meeting_day,meeting_no,popularity,race_date,race_id,race_name,race_no,rating,sex_age,source_url,surface,time,trainer,平均1F,枠
408(+4),55.0,6  5,札幌,PASS_HTML,200,1,pw01dud102023105347/EC,ショウナンカリス,3,北村 友一,34.1,,01,01,3,2025-07-26,pw01sde1001202501010120250726,レース結果　JRA,01,,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010120250726%2F4C,芝,1:08.9,加藤 士津八,,
428(+4),55.0,2  2,札幌,PASS_HTML,200,2,pw01dud102023105277/EB,ファニーバニー,4,鮫島 克駿,34.8,１ 1/4,01,01,1,2025-07-26,pw01sde1001202501010120250726,レース結果　JRA,01,,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010120250726%2F4C,芝,1:09.1,杉山 佳明,,
388(-14),52.0,1  1,札幌,PASS_HTML,200,3,pw01dud102023103400/DA,ハルヒメ,2,▲小林 美駒,34.9,ハナ,01,01,2,2025-07-26,pw01sde1001202501010120250726,レース結果　JRA,01,,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010120250726%2F4C,芝,1:09.1,矢嶋 大樹,,
434(-8),55.0,4  3,札幌,PASS_HTML,200,4,pw01dud102023105558/D1,カンレイスター,7,荻野 琢真,35.4,５,01,01,8,2025-07-26,pw01sde1001202501010120250726,レース結果　JRA,01,,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010120250726%2F4C,芝,1:09.9,矢野 英一,,
424(-4),52.0,3  3,札幌,PASS_HTML,200,5,pw01dud102023109031/53,ココソラーレ,12,▲鷲頭 虎太,35.7,１ 1/4,01,01,10,2025-07-26,pw01sde1001202501010120250726,レース結果　JRA,01,,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010120250726%2F4C,芝,1:10.1,天間 昭一,,
454(-2),55.0,4  5,札幌,PASS_HTML,200,6,pw01dud102023100772/F6,ストームサンダー,11,丹内 祐次,35.7,１／２,01,01,5,2025-07-26,pw01sde1001202501010120250726,レース結果　JRA,01,,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010120250726%2F4C,芝,1:10.2,安達 昭夫,,
436(+8),55.0,11  10,札幌,PASS_HTML,200,7,pw01dud102023100986/34,サンタカリス,10,黛 弘人,34.8,アタマ,01,01,11,2025-07-26,pw01sde1001202501010120250726,レース結果　JRA,01,,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010120250726%2F4C,芝,1:10.2,秋山 真一郎,,
460(0),52.0,9  7,札幌,PASS_HTML,200,8,pw01dud102023105359/E2,トーセンクリステル,8,▲舟山 瑠泉,35.3,１ 1/2,01,01,9,2025-07-26,pw01sde1001202501010120250726,レース結果　JRA,01,,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010120250726%2F4C,芝,1:10.4,杉浦 宏昭,,
488(-2),55.0,7  7,札幌,PASS_HTML,200,9,pw01dud102023105738/13,モズプリフォール,5,佐々木 大輔,35.5,ハナ,01,01,4,2025-07-26,pw01sde1001202501010120250726,レース結果　JRA,01,,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010120250726%2F4C,芝,1:10.4,矢作 芳人,,
450(+8),52.0,9  10,札幌,PASS_HTML,200,10,pw01dud102023100344/E8,オンマイビート,9,▲和田 陽希,35.4,３／４,01,01,12,2025-07-26,pw01sde1001202501010120250726,レース結果　JRA,01,,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010120250726%2F4C,芝,1:10.6,松山 将樹,,
426(+6),52.0,7  7,札幌,PASS_HTML,200,11,pw01dud102023100672/C5,ナムラシンジロー,6,▲古川 奈穂,36.1,３,01,01,7,2025-07-26,pw01sde1001202501010120250726,レース結果　JRA,01,,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010120250726%2F4C,芝,1:11.1,羽月 友彦,,
428(-6),55.0,12  12,札幌,PASS_HTML,200,12,pw01dud102023104705/9B,セイウンダイフク,1,池添 謙一,35.1,１ 3/4,01,01,6,2025-07-26,pw01sde1001202501010120250726,レース結果　JRA,01,,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010120250726%2F4C,芝,1:11.4,宮本 博,,
488(+2),55.0,2  2,札幌,PASS_HTML,000,1,pw01dud102022110064/B7,エンジェルラダー,9,佐々木 大輔,36.0,,01,01,1,2025-07-26,pw01sde1001202501010220250726,レース結果　JRA,02,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010220250726%2F01,ダート,0:59.5,木村 哲也,,
472(-4),57.0,6  6,札幌,PASS_HTML,000,2,pw01dud102022102799/8D,タイセイアビリティ,2,斎藤 新,35.6,アタマ,01,01,4,2025-07-26,pw01sde1001202501010220250726,レース結果　JRA,02,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010220250726%2F01,ダート,0:59.5,小林 真也,,
504(0),52.0,5  3,札幌,PASS_HTML,000,3,pw01dud102022106194/E4,ラピルスイメル,12,▲古川 奈穂,35.9,クビ,01,01,3,2025-07-26,pw01sde1001202501010220250726,レース結果　JRA,02,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010220250726%2F01,ダート,0:59.6,小崎 憲,,
418(-6),55.0,11  10,札幌,PASS_HTML,000,4,pw01dud102022101204/DA,サツキレジーナ,8,古川 吉洋,35.3,クビ,01,01,6,2025-07-26,pw01sde1001202501010220250726,レース結果　JRA,02,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010220250726%2F01,ダート,0:59.6,石栗 龍彦,,
462(-6),55.0,3  3,札幌,PASS_HTML,000,5,pw01dud102022102103/25,レイアポポ,5,丹内 祐次,36.4,２ 1/2,01,01,5,2025-07-26,pw01sde1001202501010220250726,レース結果　JRA,02,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010220250726%2F01,ダート,1:00.0,青木 孝文,,
468(-4),57.0,10  8,札幌,PASS_HTML,000,6,pw01dud102022102967/D9,サラサエンペラー,6,黛 弘人,35.9,クビ,01,01,11,2025-07-26,pw01sde1001202501010220250726,レース結果　JRA,02,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010220250726%2F01,ダート,1:00.1,村田 一誠,,
424(-4),55.0,3  3,札幌,PASS_HTML,000,7,pw01dud102022110124/A8,キャットデイ,4,川又 賢治,36.6,３／４,01,01,10,2025-07-26,pw01sde1001202501010220250726,レース結果　JRA,02,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010220250726%2F01,ダート,1:00.2,吉村 圭司,,
466(+2),55.0,8  7,札幌,PASS_HTML,000,8,pw01dud102022105228/82,タイセイルーマー,10,鮫島 克駿,36.2,１／２,01,01,8,2025-07-26,pw01sde1001202501010220250726,レース結果　JRA,02,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010220250726%2F01,ダート,1:00.3,斎藤 誠,,
440(-12),52.0,6  8,札幌,PASS_HTML,000,9,pw01dud102022110019/A6,ユウグレ,1,▲舟山 瑠泉,36.8,２ 1/2,01,01,7,2025-07-26,pw01sde1001202501010220250726,レース結果　JRA,02,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010220250726%2F01,ダート,1:00.7,宮田 敬介,,
484(-2),52.0,1  1,札幌,PASS_HTML,000,10,pw01dud102022107411/8D,コッコラーレ,7,▲小林 美駒,37.4,クビ,01,01,2,2025-07-26,pw01sde1001202501010220250726,レース結果　JRA,02,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010220250726%2F01,ダート,1:00.8,鈴木 孝志,,
462(-12),52.0,11  11,札幌,PASS_HTML,000,11,pw01dud102022104131/4D,グランヴァルール,11,▲柴田 裕一郎,36.6,１／２,01,01,12,2025-07-26,pw01sde1001202501010220250726,レース結果　JRA,02,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010220250726%2F01,ダート,1:00.9,千葉 直人,,
478(-12),54.0,8  11,札幌,PASS_HTML,000,12,pw01dud102022100595/81,グロリオン,3,▲森田 誠也,36.8,クビ,01,01,9,2025-07-26,pw01sde1001202501010220250726,レース結果　JRA,02,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010220250726%2F01,ダート,1:00.9,牧田 和弥,,
452(+4),57.0,1  1  1  1,札幌,PASS_HTML,700,1,pw01dud102022102905/93,ディアウス,12,北村 友一,38.5,,01,01,1,2025-07-26,pw01sde1001202501010320250726,レース結果　JRA,03,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010320250726%2FB6,ダート,1:45.6,吉岡 辰弥,,
506(-10),57.0,2  2  2  2,札幌,PASS_HTML,700,2,pw01dud102022100997/2B,ジョードリウム,13,丹内 祐次,38.8,１ 3/4,01,01,4,2025-07-26,pw01sde1001202501010320250726,レース結果　JRA,03,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010320250726%2FB6,ダート,1:45.9,清水 久詞,,
450(-4),57.0,8  9  8  6,札幌,PASS_HTML,700,3,pw01dud102022101234/0A,オオタチ,5,横山 武史,38.3,２,01,01,2,2025-07-26,pw01sde1001202501010320250726,レース結果　JRA,03,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010320250726%2FB6,ダート,1:46.3,久保田 貴士,,
396(0),55.0,4  4  4  3,札幌,PASS_HTML,700,4,pw01dud102022106614/59,ネトル,4,斎藤 新,39.2,２ 1/2,01,01,9,2025-07-26,pw01sde1001202501010320250726,レース結果　JRA,03,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010320250726%2FB6,ダート,1:46.7,高橋 康之,,
466(-4),54.0,3  3  3  3,札幌,PASS_HTML,700,5,pw01dud102022102567/15,オロパタジン,14,▲小林 美駒,39.9,３,01,01,7,2025-07-26,pw01sde1001202501010320250726,レース結果　JRA,03,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010320250726%2FB6,ダート,1:47.2,相沢 郁,,
486(0),54.0,4  5  6  8,札幌,PASS_HTML,700,6,pw01dud102022101769/6E,キンセンオー,9,▲和田 陽希,39.6,１ 1/4,01,01,8,2025-07-26,pw01sde1001202501010320250726,レース結果　JRA,03,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010320250726%2FB6,ダート,1:47.4,中尾 秀正,,
450(-8),55.0,8  8  6  6,札幌,PASS_HTML,700,7,pw01dud102022105547/C2,ファジーロップ,11,佐々木 大輔,39.7,クビ,01,01,3,2025-07-26,pw01sde1001202501010320250726,レース結果　JRA,03,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010320250726%2FB6,ダート,1:47.4,吉岡 辰弥,,
444(-4),57.0,12  11  10  9,札幌,PASS_HTML,700,8,pw01dud102022105487/D1,ジーティートゥルー,2,黛 弘人,39.3,クビ,01,01,6,2025-07-26,pw01sde1001202501010320250726,レース結果　JRA,03,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010320250726%2FB6,ダート,1:47.5,田島 俊明,,
462(+2),54.0,6  7  8  9,札幌,PASS_HTML,700,9,pw01dud102022107059/A1,サヨノミッキー,6,▲柴田 裕一郎,39.8,２,01,01,14,2025-07-26,pw01sde1001202501010320250726,レース結果　JRA,03,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010320250726%2FB6,ダート,1:47.8,羽月 友彦,,
456(+6),57.0,6  5  4  5,札幌,PASS_HTML,700,10,pw01dud102022104404/09,タイセイバンクール,10,鮫島 克駿,40.4,クビ,01,01,5,2025-07-26,pw01sde1001202501010320250726,レース結果　JRA,03,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010320250726%2FB6,ダート,1:47.8,西村 真幸,,
498(+10),57.0,10  11  10  11,札幌,PASS_HTML,700,11,pw01dud102022102728/AA,ベイビーベリッシモ,3,古川 吉洋,40.3,４,01,01,12,2025-07-26,pw01sde1001202501010320250726,レース結果　JRA,03,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010320250726%2FB6,ダート,1:48.5,大和田 成,,
490(0),54.0,10  10  12  13,札幌,PASS_HTML,700,12,pw01dud102022104381/FF,カズナリ,7,▲鷲頭 虎太,40.4,１ 1/4,01,01,10,2025-07-26,pw01sde1001202501010320250726,レース結果　JRA,03,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010320250726%2FB6,ダート,1:48.7,中舘 英二,,
428(-4),55.0,13  14  13  13,札幌,PASS_HTML,700,13,pw01dud102022102356/30,ニッシンゲッポ,1,原田 和真,40.2,クビ,01,01,11,2025-07-26,pw01sde1001202501010320250726,レース結果　JRA,03,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010320250726%2FB6,ダート,1:48.8,金成 貴史,,
480(-14),55.0,13  13  13  12,札幌,PASS_HTML,700,14,pw01dud102022101090/3C,カシマスウィープ,8,松岡 正海,40.6,２,01,01,13,2025-07-26,pw01sde1001202501010320250726,レース結果　JRA,03,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010320250726%2FB6,ダート,1:49.1,伊藤 伸一,,
476(-4),55.0,1  1  1,札幌,PASS_HTML,500,1,pw01dud102022104198/D2,シンヒダカゴールド,8,古川 吉洋,35.0,,01,01,2,2025-07-26,pw01sde1001202501010420250726,レース結果　JRA,04,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010420250726%2F6B,芝,1:27.5,角田 晃一,,
422(0),52.0,2  2  2,札幌,PASS_HTML,500,2,pw01dud102022101412/66,ワタシマツワ,14,▲小林 美駒,34.8,アタマ,01,01,5,2025-07-26,pw01sde1001202501010420250726,レース結果　JRA,04,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010420250726%2F6B,芝,1:27.5,竹内 正洋,,
496(+10),55.0,3  3  3,札幌,PASS_HTML,500,3,pw01dud102022105126/6B,エピファランド,4,浜中 俊,35.0,１ 3/4,01,01,3,2025-07-26,pw01sde1001202501010420250726,レース結果　JRA,04,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010420250726%2F6B,芝,1:27.8,武 幸四郎,,
416(+6),52.0,6  7  4,札幌,PASS_HTML,500,4,pw01dud102022101487/15,ベルジャッド,11,▲柴田 裕一郎,34.8,１ 1/2,01,01,12,2025-07-26,pw01sde1001202501010420250726,レース結果　JRA,04,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010420250726%2F6B,芝,1:28.0,高柳 大輔,,
418(0),55.0,9  9  8,札幌,PASS_HTML,500,5,pw01dud102022105561/30,リリーオブザハート,9,鮫島 克駿,34.8,１ 1/4,01,01,1,2025-07-26,pw01sde1001202501010420250726,レース結果　JRA,04,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010420250726%2F6B,芝,1:28.2,辻野 泰之,,
454(+2),55.0,4  5  6,札幌,PASS_HTML,500,6,pw01dud102022100662/29,オフザチェイン,13,吉田 隼人,35.6,２ 1/2,01,01,6,2025-07-26,pw01sde1001202501010420250726,レース結果　JRA,04,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010420250726%2F6B,芝,1:28.6,友道 康夫,,
440(+6),55.0,14  13  13,札幌,PASS_HTML,500,7,pw01dud102022106845/5E,ゴールドハーディス,1,荻野 琢真,34.9,１ 1/4,01,01,9,2025-07-26,pw01sde1001202501010420250726,レース結果　JRA,04,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010420250726%2F6B,芝,1:28.8,大久保 龍志,,
452(+10),55.0,6  8  8,札幌,PASS_HTML,500,8,pw01dud102022105327/40,エミネントキャリア,7,丹内 祐次,35.5,クビ,01,01,8,2025-07-26,pw01sde1001202501010420250726,レース結果　JRA,04,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010420250726%2F6B,芝,1:28.8,稲垣 幸雄,,
436(-4),52.0,10  11  11,札幌,PASS_HTML,500,9,pw01dud102022103631/53,ディアマント,10,▲鷲頭 虎太,35.6,２,01,01,14,2025-07-26,pw01sde1001202501010420250726,レース結果　JRA,04,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010420250726%2F6B,芝,1:29.2,西村 真幸,,
456(0),52.0,4  3  5,札幌,PASS_HTML,500,10,pw01dud102022104641/52,レフレクシオ,12,▲森田 誠也,36.5,１,01,01,11,2025-07-26,pw01sde1001202501010420250726,レース結果　JRA,04,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010420250726%2F6B,芝,1:29.4,佐藤 悠太,,
472(+6),54.0,6  5  6,札幌,PASS_HTML,500,11,pw01dud102022106590/DC,バダジェフスカ,3,☆松本 大輝,36.4,ハナ,01,01,7,2025-07-26,pw01sde1001202501010420250726,レース結果　JRA,04,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010420250726%2F6B,芝,1:29.4,新谷 功一,,
444(-12),55.0,10  10  10,札幌,PASS_HTML,500,12,pw01dud102022107313/42,ブリスディーシャ,5,斎藤 新,36.0,３／４,01,01,13,2025-07-26,pw01sde1001202501010420250726,レース結果　JRA,04,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010420250726%2F6B,芝,1:29.5,小崎 憲,,
424(-6),55.0,13  13  14,札幌,PASS_HTML,500,13,pw01dud102022105264/F6,テーオーカバリエ,6,佐々木 大輔,36.3,４,01,01,10,2025-07-26,pw01sde1001202501010420250726,レース結果　JRA,04,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010420250726%2F6B,芝,1:30.2,須貝 尚介,,
426(-8),55.0,10  11  11,札幌,PASS_HTML,500,14,pw01dud102022104170/1A,マザーズウィル,2,北村 友一,36.6,クビ,01,01,4,2025-07-26,pw01sde1001202501010420250726,レース結果　JRA,04,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010420250726%2F6B,芝,1:30.2,国枝 栄,,
466(初出走),55.0,2  4  3  2,札幌,PASS_HTML,700,1,pw01dud102023102583/F5,テイエムキハク,13,丹内 祐次,38.3,,01,01,8,2025-07-26,pw01sde1001202501010520250726,レース結果　JRA,05,,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010520250726%2F20,ダート,1:46.4,伊藤 圭三,,
466(初出走),52.0,8  7  6  5,札幌,PASS_HTML,700,2,pw01dud102023104151/F9,ニャンタロウ,6,▲舟山 瑠泉,38.4,１ 1/2,01,01,11,2025-07-26,pw01sde1001202501010520250726,レース結果　JRA,05,,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010520250726%2F20,ダート,1:46.7,武市 康男,,
490(初出走),55.0,6  6  3  3,札幌,PASS_HTML,700,3,pw01dud102023102592/92,ミヤエスケープ,5,横山 武史,39.0,２ 1/2,01,01,2,2025-07-26,pw01sde1001202501010520250726,レース結果　JRA,05,,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010520250726%2F20,ダート,1:47.1,伊藤 圭三,,
504(初出走),55.0,1  1  1  1,札幌,PASS_HTML,700,4,pw01dud102023105786/7D,ロードアマルフィ,8,鮫島 克駿,39.5,１ 1/4,01,01,3,2025-07-26,pw01sde1001202501010520250726,レース結果　JRA,05,,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010520250726%2F20,ダート,1:47.3,中村 直也,,
508(初出走),55.0,2  2  2  3,札幌,PASS_HTML,700,5,pw01dud102023105351/4A,チャーリー,10,北村 友一,40.0,３ 1/2,01,01,4,2025-07-26,pw01sde1001202501010520250726,レース結果　JRA,05,,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010520250726%2F20,ダート,1:47.9,国枝 栄,,
488(初出走),55.0,11  11  11  8,札幌,PASS_HTML,700,6,pw01dud102023105032/0A,メイショウコシュウ,1,武 豊,39.0,３ 1/2,01,01,1,2025-07-26,pw01sde1001202501010520250726,レース結果　JRA,05,,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010520250726%2F20,ダート,1:48.5,松永 幹夫,,
480(初出走),55.0,7  7  6  6,札幌,PASS_HTML,700,7,pw01dud102023105555/78,ウォータースパウト,3,佐々木 大輔,41.0,４,01,01,10,2025-07-26,pw01sde1001202501010520250726,レース結果　JRA,05,,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010520250726%2F20,ダート,1:49.2,小笠 倫弘,,
460(初出走),55.0,9  9  9  8,札幌,PASS_HTML,700,8,pw01dud102023105220/76,チカマヨルキーナ,2,藤岡 佑介,40.3,１／２,01,01,9,2025-07-26,pw01sde1001202501010520250726,レース結果　JRA,05,,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010520250726%2F20,ダート,1:49.3,藤岡 健一,,
520(初出走),55.0,13  13  12  11,札幌,PASS_HTML,700,9,pw01dud102023105329/B2,エクストラプッシュ,4,吉田 隼人,40.0,２,01,01,7,2025-07-26,pw01sde1001202501010520250726,レース結果　JRA,05,,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010520250726%2F20,ダート,1:49.6,奥村 豊,,
452(初出走),52.0,12  12  13  13,札幌,PASS_HTML,700,10,pw01dud102023103477/6F,ニミッツハイウェイ,12,▲和田 陽希,38.7,ハナ,01,01,12,2025-07-26,pw01sde1001202501010520250726,レース結果　JRA,05,,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010520250726%2F20,ダート,1:49.6,梅田 智之,,
486(初出走),55.0,2  3  3  6,札幌,PASS_HTML,700,11,pw01dud102023104275/16,ハグレジョー,7,池添 謙一,41.8,３／４,01,01,5,2025-07-26,pw01sde1001202501010520250726,レース結果　JRA,05,,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010520250726%2F20,ダート,1:49.8,岡田 稲男,,
498(初出走),55.0,10  9  9  12,札幌,PASS_HTML,700,12,pw01dud102023100707/C5,フォールティア,11,原田 和真,43.1,大差,01,01,13,2025-07-26,pw01sde1001202501010520250726,レース結果　JRA,05,,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010520250726%2F20,ダート,1:52.2,小野 次郎,,
492(初出走),55.0,5  4  8  10,札幌,PASS_HTML,700,13,pw01dud102023106950/EC,シホノソルジェンテ,9,浜中 俊,44.4,４,01,01,6,2025-07-26,pw01sde1001202501010520250726,レース結果　JRA,05,,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010520250726%2F20,ダート,1:52.9,畑端 省吾,,
426(-6),55.0,4  5  4  3,札幌,PASS_HTML,800,1,pw01dud102022105477/C1,デルマケセラセラ,11,横山 典弘,35.8,,01,01,4.0,2025-07-26,pw01sde1001202501010620250726,レース結果　JRA,06,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010620250726%2FD5,芝,1:47.6,小野 次郎,,
446(+4),55.0,7  7  5  3,札幌,PASS_HTML,800,2,pw01dud102022106213/22,ウインキララ,9,佐々木 大輔,35.4,１／２,01,01,5.0,2025-07-26,pw01sde1001202501010620250726,レース結果　JRA,06,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010620250726%2FD5,芝,1:47.7,鹿戸 雄一,,
470(+6),57.0,9  8  8  6,札幌,PASS_HTML,800,3,pw01dud102022102722/F8,ドゥラエテルノ,5,浜中 俊,35.1,アタマ,01,01,1.0,2025-07-26,pw01sde1001202501010620250726,レース結果　JRA,06,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010620250726%2FD5,芝,1:47.7,武 幸四郎,,
476(+2),55.0,9  10  10  6,札幌,PASS_HTML,800,4,pw01dud102022104399/A7,ラウニウ,2,横山 武史,35.2,１ 1/4,01,01,2.0,2025-07-26,pw01sde1001202501010620250726,レース結果　JRA,06,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010620250726%2FD5,芝,1:47.9,牧田 和弥,,
538(-6),57.0,7  8  11  9,札幌,PASS_HTML,800,5,pw01dud102022100263/D8,ラースアルアイン,4,黛 弘人,35.1,３／４,01,01,6.0,2025-07-26,pw01sde1001202501010620250726,レース結果　JRA,06,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010620250726%2FD5,芝,1:48.0,中川 公成,,
468(+2),55.0,3  3  2  2,札幌,PASS_HTML,800,6,pw01dud102022105531/00,テンフレッシュ,10,斎藤 新,36.7,１ 1/4,01,01,7.0,2025-07-26,pw01sde1001202501010620250726,レース結果　JRA,06,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010620250726%2FD5,芝,1:48.2,田村 康仁,,
416(-4),52.0,2  2  2  3,札幌,PASS_HTML,800,7,pw01dud102022105330/2B,ゴールドサニーデイ,6,▲小林 美駒,36.9,１ 1/4,01,01,9.0,2025-07-26,pw01sde1001202501010620250726,レース結果　JRA,06,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010620250726%2FD5,芝,1:48.4,渡辺 薫彦,,
476(-2),54.0,4  4  5  9,札幌,PASS_HTML,800,8,pw01dud102022103147/20,タイキクロニクル,1,▲和田 陽希,36.5,２,01,01,8.0,2025-07-26,pw01sde1001202501010620250726,レース結果　JRA,06,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010620250726%2FD5,芝,1:48.8,高野 友和,,
438(+2),57.0,11  12  5  6,札幌,PASS_HTML,800,9,pw01dud102022106781/A1,コスモマガラニカ,3,丹内 祐次,36.5,ハナ,01,01,3.0,2025-07-26,pw01sde1001202501010620250726,レース結果　JRA,06,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010620250726%2FD5,芝,1:48.8,加藤 士津八,,
458(-2),52.0,11  10  11  13,札幌,PASS_HTML,800,10,pw01dud102022100715/63,フィエールガール,12,▲森田 誠也,35.9,１／２,01,01,11.0,2025-07-26,pw01sde1001202501010620250726,レース結果　JRA,06,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010620250726%2FD5,芝,1:48.9,土田 稔,,
488(-2),57.0,13  13  13  12,札幌,PASS_HTML,800,11,pw01dud102022105366/0D,オースミストロング,14,古川 吉洋,35.7,クビ,01,01,12.0,2025-07-26,pw01sde1001202501010620250726,レース結果　JRA,06,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010620250726%2FD5,芝,1:48.9,高橋 亮,,
