body_weight_delta,carried_weight,corner_positions,course,data_status,distance_m,finish_position,horse_id,horse_name,horse_no,jockey,last3f,margin,meeting_day,meeting_no,popularity,race_category,race_class,race_date,race_id,race_name,race_no,race_rule,scheduled_start,sex_age,source_url,surface,time,track_condition,trainer,weather,weight_rule,平均1F,枠
520(+4),58.0,2  2,札幌,QUARANTINED_HTML:track_condition,1000,3,pw01dud002022103306/E8,ワイドデコラシオン,8,横山 武史,35.4,１／２,04,02,1,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040720260830,3歳以上1勝クラス,07,（混合）［指定］,13時20分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040720260830%2F82,ダート,0:59.5,,辻野 泰之,晴,定量,,
464(+8),56.0,1  1,札幌,QUARANTINED_HTML:track_condition,1000,4,pw01dud002021101891/C4,スパークルジョイ,10,小沢 大仁,35.7,クビ,04,02,9,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040720260830,3歳以上1勝クラス,07,（混合）［指定］,13時20分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040720260830%2F82,ダート,0:59.6,,前川 恭子,晴,定量,,
488(+4),58.0,4  4,札幌,QUARANTINED_HTML:track_condition,1000,5,pw01dud002018103293/CB,ヨドノゴールド,3,石川 倭,35.6,２,04,02,2,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040720260830,3歳以上1勝クラス,07,（混合）［指定］,13時20分,牡8,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040720260830%2F82,ダート,0:59.9,,橋田 宜長,晴,定量,,
480(0),56.0,7  7,札幌,QUARANTINED_HTML:track_condition,1000,6,pw01dud002021102550/6D,メイショウハッブル,12,◇古川 奈穂,35.5,１,04,02,5,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040720260830,3歳以上1勝クラス,07,（混合）［指定］,13時20分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040720260830%2F82,ダート,1:00.1,,石橋 守,晴,定量,,
522(-2),53.0,4  6,札幌,QUARANTINED_HTML:track_condition,1000,7,pw01dud002023100241/77,セイウンバジリスク,6,▲和田 陽希,35.9,１ 1/2,04,02,4,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040720260830,3歳以上1勝クラス,07,（混合）［指定］,13時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040720260830%2F82,ダート,1:00.3,,北出 成人,晴,定量,,
440(-8),56.0,11  9,札幌,QUARANTINED_HTML:track_condition,1000,8,pw01dud002022103485/26,アスコットアイ,4,古川 吉洋,35.6,３／４,04,02,10,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040720260830,3歳以上1勝クラス,07,（混合）［指定］,13時20分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040720260830%2F82,ダート,1:00.5,,緒方 努,晴,定量,,
502(+2),58.0,8  7,札幌,QUARANTINED_HTML:track_condition,1000,9,pw01dud002017104266/57,カップッチョ,2,黛 弘人,35.8,１／２,04,02,12,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040720260830,3歳以上1勝クラス,07,（混合）［指定］,13時20分,牡9,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040720260830%2F82,ダート,1:00.6,,佐藤 吉勝,晴,定量,,
470(-4),58.0,8  9,札幌,QUARANTINED_HTML:track_condition,1000,10,pw01dud002022104858/02,セイルロケット,9,大野 拓弥,36.1,１ 3/4,04,02,7,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040720260830,3歳以上1勝クラス,07,（混合）［指定］,13時20分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040720260830%2F82,ダート,1:00.9,,橋口 慎介,晴,定量,,
402(-4),54.0,8  9,札幌,QUARANTINED_HTML:track_condition,1000,11,pw01dud002023105812/8B,ラスベガスサイン,5,横山 琉人,36.7,３,04,02,8,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040720260830,3歳以上1勝クラス,07,（混合）［指定］,13時20分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040720260830%2F82,ダート,1:01.4,,長谷川 浩大,晴,定量,,
482(+6),53.0,12  12,札幌,QUARANTINED_HTML:track_condition,1000,12,pw01dud002022106016/32,ブライアーヒル,1,▲大久保 友雅,36.4,５,04,02,11,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040720260830,3歳以上1勝クラス,07,（混合）［指定］,13時20分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040720260830%2F82,ダート,1:02.2,,中尾 秀正,晴,定量,,
486(-8),54.0,6  6  3  3,札幌,QUARANTINED_HTML:track_condition,1700,1,pw01dud002022104729/14,サマーナイト,8,★河原田 菜々,36.3,,04,02,3,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040920260830,3歳以上1勝クラス,09,（特指）,14時20分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040920260830%2FEC,ダート,1:46.1,,寺島 良,晴,定量,,
570(+4),58.0,2  2  2  2,札幌,QUARANTINED_HTML:track_condition,1700,2,pw01dud002021100303/36,ブリオメンテ,10,武 豊,36.8,クビ,04,02,1,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040920260830,3歳以上1勝クラス,09,（特指）,14時20分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040920260830%2FEC,ダート,1:46.2,,千田 輝彦,晴,定量,,
466(-4),58.0,6  6  7  4,札幌,QUARANTINED_HTML:track_condition,1700,3,pw01dud002021105772/A2,ホウオウバローロ,5,石川 倭,36.2,クビ,04,02,8,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040920260830,3歳以上1勝クラス,09,（特指）,14時20分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040920260830%2FEC,ダート,1:46.2,,前川 恭子,晴,定量,,
486(-2),50.0,4  3  3  6,札幌,QUARANTINED_HTML:track_condition,1700,4,pw01dud002023101362/2A,デルマホダカ,6,▲遠藤 汰月,37.0,３ 1/2,04,02,10,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040920260830,3歳以上1勝クラス,09,（特指）,14時20分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040920260830%2FEC,ダート,1:46.8,,菊沢 隆徳,晴,定量,,
428(+6),52.0,1  1  1  1,札幌,QUARANTINED_HTML:track_condition,1700,5,pw01dud002023104603/9D,チェイサー,9,▲佐藤 翔馬,37.8,１／２,04,02,2,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040920260830,3歳以上1勝クラス,09,（特指）,14時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040920260830%2FEC,ダート,1:46.9,,相沢 郁,晴,定量,,
510(-4),55.0,9  9  9  8,札幌,QUARANTINED_HTML:track_condition,1700,6,pw01dud002023102263/5B,ステラデルークス,4,横山 武史,36.9,クビ,04,02,4,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040920260830,3歳以上1勝クラス,09,（特指）,14時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040920260830%2FEC,ダート,1:47.0,,鈴木 伸尋,晴,定量,,
482(0),58.0,6  6  7  6,札幌,QUARANTINED_HTML:track_condition,1700,7,pw01dud002022101445/08,マテンロウカナロア,1,横山 和生,37.4,２ 1/2,04,02,5,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040920260830,3歳以上1勝クラス,09,（特指）,14時20分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040920260830%2FEC,ダート,1:47.4,,野中 賢二,晴,定量,,
546(+8),55.0,11  10  10  8,札幌,QUARANTINED_HTML:track_condition,1700,8,pw01dud002023105405/10,フクシマブリルハム,3,横山 琉人,37.6,３,04,02,7,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040920260830,3歳以上1勝クラス,09,（特指）,14時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040920260830%2FEC,ダート,1:47.9,,小島 茂之,晴,定量,,
474(+6),56.0,4  3  3  4,札幌,QUARANTINED_HTML:track_condition,1700,9,pw01dud002022102961/40,シックスパック,11,◇古川 奈穂,38.5,２,04,02,9,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040920260830,3歳以上1勝クラス,09,（特指）,14時20分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040920260830%2FEC,ダート,1:48.2,,戸田 博文,晴,定量,,
476(+2),55.0,9  10  10  8,札幌,QUARANTINED_HTML:track_condition,1700,10,pw01dud002023101713/11,イサギ,7,小沢 大仁,38.7,５,04,02,6,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040920260830,3歳以上1勝クラス,09,（特指）,14時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040920260830%2FEC,ダート,1:49.0,,小椋 研介,晴,定量,,
430(+4),57.0,3  3  3  8,札幌,QUARANTINED_HTML:track_condition,1700,11,pw01dud002021104052/3C,ウヌボレヤサン,2,☆長浜 鴻緒,39.2,クビ,04,02,11,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040920260830,3歳以上1勝クラス,09,（特指）,14時20分,せん5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040920260830%2FEC,ダート,1:49.0,,本間 忍,晴,定量,,
446(-2),55.0,3  3  2,札幌,PASS_HTML,1500,1,pw01dud002023104690/D4,ネッタイヤライ,12,横山 武史,34.4,,04,02,1,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040820260830,3歳以上1勝クラス,08,[指定],13時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040820260830%2F37,芝,1:30.2,良,矢作 芳人,晴,定量,,
452(-6),58.0,6  4  3,札幌,PASS_HTML,1500,2,pw01dud002021101100/6A,ルクスアドラー,14,横山 典弘,34.3,３／４,04,02,3,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040820260830,3歳以上1勝クラス,08,[指定],13時50分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040820260830%2F37,芝,1:30.3,良,平岩 大典,晴,定量,,
448(+8),53.0,2  1  1,札幌,PASS_HTML,1500,3,pw01dud002023103648/2D,ファンクション,6,斎藤 新,34.8,１／２,04,02,2,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040820260830,3歳以上1勝クラス,08,[指定],13時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040820260830%2F37,芝,1:30.4,良,斎藤 誠,晴,定量,,
500(+30),55.0,12  12  9,札幌,PASS_HTML,1500,4,pw01dud002023100515/A6,ドラリズム,11,黛 弘人,34.5,３ 1/2,04,02,7,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040820260830,3歳以上1勝クラス,08,[指定],13時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040820260830%2F37,芝,1:31.0,良,武藤 善則,晴,定量,,
480(+10),53.0,4  4  4,札幌,PASS_HTML,1500,5,pw01dud002023100718/61,メメボス,2,古川 吉洋,35.1,３／４,04,02,8,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040820260830,3歳以上1勝クラス,08,[指定],13時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040820260830%2F37,芝,1:31.1,良,飯田 祐史,晴,定量,,
436(-4),55.0,11  8  7,札幌,PASS_HTML,1500,6,pw01dud002022102088/CC,ユーティジャーニー,5,☆長浜 鴻緒,34.8,クビ,04,02,4,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040820260830,3歳以上1勝クラス,08,[指定],13時50分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040820260830%2F37,芝,1:31.2,良,矢嶋 大樹,晴,定量,,
460(+4),58.0,8  8  7,札幌,PASS_HTML,1500,7,pw01dud002022101286/59,クラウンアールシー,4,石川 倭,34.9,１／２,04,02,11,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040820260830,3歳以上1勝クラス,08,[指定],13時50分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040820260830%2F37,芝,1:31.3,良,水野 貴広,晴,定量,,
486(+8),55.0,6  6  4,札幌,PASS_HTML,1500,8,pw01dud002023103178/68,テンユウ,7,丹内 祐次,35.1,ハナ,04,02,5,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040820260830,3歳以上1勝クラス,08,[指定],13時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040820260830%2F37,芝,1:31.3,良,奥村 武,晴,定量,,
486(+4),53.0,8  8  9,札幌,PASS_HTML,1500,9,pw01dud002022103018/4B,シェーンルスカ,13,▲遠藤 汰月,35.1,１ 1/2,04,02,14,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040820260830,3歳以上1勝クラス,08,[指定],13時50分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040820260830%2F37,芝,1:31.5,良,本間 忍,晴,定量,,
490(0),56.0,1  2  4,札幌,PASS_HTML,1500,10,pw01dud002022103237/5A,メイショウホダワラ,9,吉田 隼人,36.0,１／２,04,02,6,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040820260830,3歳以上1勝クラス,08,[指定],13時50分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040820260830%2F37,芝,1:31.6,良,荒川 義之,晴,定量,,
408(+12),53.0,4  6  9,札幌,PASS_HTML,1500,11,pw01dud002022105392/8A,スタードメイソン,10,▲和田 陽希,35.7,１ 1/2,04,02,10,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040820260830,3歳以上1勝クラス,08,[指定],13時50分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040820260830%2F37,芝,1:31.8,良,加藤 公太,晴,定量,,
518(0),58.0,8  8  9,札幌,PASS_HTML,1500,12,pw01dud002021107279/B0,トクシージェネラル,8,横山 琉人,35.5,クビ,04,02,12,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040820260830,3歳以上1勝クラス,08,[指定],13時50分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040820260830%2F37,芝,1:31.9,良,小島 茂之,晴,定量,,
472(+10),50.0,12  13  13,札幌,PASS_HTML,1500,13,pw01dud002023103085/EE,トリスティ,3,▲佐藤 翔馬,35.3,３／４,04,02,9,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040820260830,3歳以上1勝クラス,08,[指定],13時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040820260830%2F37,芝,1:32.0,良,伊藤 圭三,晴,定量,,
412(-8),53.0,14  14  14,札幌,PASS_HTML,1500,14,pw01dud002023103936/CA,ハネマン,1,原田 和真,37.7,大差,04,02,13,3歳以上,1勝クラス,2026-08-30,pw01sde1001202602040820260830,3歳以上1勝クラス,08,[指定],13時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602040820260830%2F37,芝,1:34.8,良,伊坂 重信,晴,定量,,
486(+2),54.0,4  3,札幌,PASS_HTML,1200,1,pw01dud002023100925/7A,サトノワーグナー,16,横山 武史,34.6,,04,02,2,3歳以上,2勝クラス,2026-08-30,pw01sde1001202602041020260830,HBC賞,10,（混合）［指定］,14時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041020260830%2FE1,芝,1:09.1,良,斎藤 誠,晴,ハンデ,,
522(+18),56.0,1  1,札幌,PASS_HTML,1200,2,pw01dud002021103478/E3,ファビュラススター,11,丹内 祐次,35.0,クビ,04,02,10,3歳以上,2勝クラス,2026-08-30,pw01sde1001202602041020260830,HBC賞,10,（混合）［指定］,14時50分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041020260830%2FE1,芝,1:09.1,良,新谷 功一,晴,ハンデ,,
440(+4),53.0,14  11,札幌,PASS_HTML,1200,3,pw01dud002020103632/C7,スイミーユニバンス,5,鮫島 克駿,34.2,１ 3/4,04,02,11,3歳以上,2勝クラス,2026-08-30,pw01sde1001202602041020260830,HBC賞,10,（混合）［指定］,14時50分,牝6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041020260830%2FE1,芝,1:09.4,良,平田 修,晴,ハンデ,,
540(-4),56.0,6  5,札幌,PASS_HTML,1200,4,pw01dud002022101405/C8,ララバニュルス,10,藤懸 貴志,34.7,３／４,04,02,4,3歳以上,2勝クラス,2026-08-30,pw01sde1001202602041020260830,HBC賞,10,（混合）［指定］,14時50分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041020260830%2FE1,芝,1:09.5,良,大竹 正博,晴,ハンデ,,
462(-2),55.0,2  2,札幌,PASS_HTML,1200,5,pw01dud002023106190/BD,デンプシー,12,横山 和生,35.3,クビ,04,02,1,3歳以上,2勝クラス,2026-08-30,pw01sde1001202602041020260830,HBC賞,10,（混合）［指定］,14時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041020260830%2FE1,芝,1:09.5,良,上原 佑紀,晴,ハンデ,,
444(-10),53.0,10  10,札幌,PASS_HTML,1200,6,pw01dud002021105749/97,ルージュベルベット,4,浜中 俊,34.7,クビ,04,02,6,3歳以上,2勝クラス,2026-08-30,pw01sde1001202602041020260830,HBC賞,10,（混合）［指定］,14時50分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041020260830%2FE1,芝,1:09.6,良,浅利 英明,晴,ハンデ,,
494(+6),52.0,6  6,札幌,PASS_HTML,1200,7,pw01dud002023103036/11,カガラプンツェル,1,原田 和真,34.9,３／４,04,02,9,3歳以上,2勝クラス,2026-08-30,pw01sde1001202602041020260830,HBC賞,10,（混合）［指定］,14時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041020260830%2FE1,芝,1:09.7,良,萱野 浩二,晴,ハンデ,,
460(+10),55.0,6  6,札幌,PASS_HTML,1200,8,pw01dud002020103218/95,フミサウンド,13,大野 拓弥,35.1,１／２,04,02,14,3歳以上,2勝クラス,2026-08-30,pw01sde1001202602041020260830,HBC賞,10,（混合）［指定］,14時50分,牡6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041020260830%2FE1,芝,1:09.8,良,鹿戸 雄一,晴,ハンデ,,
472(+2),52.0,11  11,札幌,PASS_HTML,1200,9,pw01dud002023103503/7D,プレセピオ,9,川又 賢治,34.9,１／２,04,02,5,3歳以上,2勝クラス,2026-08-30,pw01sde1001202602041020260830,HBC賞,10,（混合）［指定］,14時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041020260830%2FE1,芝,1:09.9,良,笹田 和秀,晴,ハンデ,,
444(+4),52.0,16  14,札幌,PASS_HTML,1200,10,pw01dud002021104217/9D,ムチャスグラシアス,8,佐藤 翔馬,34.7,クビ,04,02,16,3歳以上,2勝クラス,2026-08-30,pw01sde1001202602041020260830,HBC賞,10,（混合）［指定］,14時50分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041020260830%2FE1,芝,1:10.0,良,菊川 正達,晴,ハンデ,,
460(+6),52.0,2  3,札幌,PASS_HTML,1200,11,pw01dud002023100214/A0,シーグルロス,15,小林 美駒,35.7,クビ,04,02,7,3歳以上,2勝クラス,2026-08-30,pw01sde1001202602041020260830,HBC賞,10,（混合）［指定］,14時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041020260830%2FE1,芝,1:10.0,良,尾形 和幸,晴,ハンデ,,
438(-2),55.0,6  8,札幌,PASS_HTML,1200,12,pw01dud002022104637/0D,ホウオウブースター,14,石川 倭,35.2,クビ,04,02,13,3歳以上,2勝クラス,2026-08-30,pw01sde1001202602041020260830,HBC賞,10,（混合）［指定］,14時50分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041020260830%2FE1,芝,1:10.0,良,高柳 瑞樹,晴,ハンデ,,
454(+8),56.0,14  16,札幌,PASS_HTML,1200,13,pw01dud002019101643/ED,バシレウスシチー,3,小沢 大仁,35.2,１ 3/4,04,02,12,3歳以上,2勝クラス,2026-08-30,pw01sde1001202602041020260830,HBC賞,10,（混合）［指定］,14時50分,牡7,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041020260830%2FE1,芝,1:10.3,良,岡田 稲男,晴,ハンデ,,
510(+10),54.0,11  14,札幌,PASS_HTML,1200,14,pw01dud002021100248/84,セイウンデセオ,7,武 豊,35.4,１／２,04,02,3,3歳以上,2勝クラス,2026-08-30,pw01sde1001202602041020260830,HBC賞,10,（混合）［指定］,14時50分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041020260830%2FE1,芝,1:10.4,良,小手川 準,晴,ハンデ,,
424(+6),52.0,11  11,札幌,PASS_HTML,1200,15,pw01dud002023105347/05,ショウナンカリス,2,吉田 隼人,35.7,１ 3/4,04,02,8,3歳以上,2勝クラス,2026-08-30,pw01sde1001202602041020260830,HBC賞,10,（混合）［指定］,14時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041020260830%2FE1,芝,1:10.7,良,加藤 士津八,晴,ハンデ,,
466(+2),51.0,4  8,札幌,PASS_HTML,1200,16,pw01dud002023106405/FF,コックオーヴァン,6,遠藤 汰月,36.5,２,04,02,15,3歳以上,2勝クラス,2026-08-30,pw01sde1001202602041020260830,HBC賞,10,（混合）［指定］,14時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041020260830%2FE1,芝,1:11.0,良,伊藤 伸一,晴,ハンデ,,
438(+10),56.0,1  1  1,札幌,PASS_HTML,1500,1,pw01dud002022101412/7F,ワタシマツワ,2,小林 美駒,35.3,,04,02,9,3歳以上,3勝クラス,2026-08-30,pw01sde1001202602041120260830,日高ステークス,11,（混合）（特指）,15時25分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041120260830%2F96,芝,1:28.1,良,竹内 正洋,曇,定量,,
480(0),58.0,11  11  6,札幌,PASS_HTML,1500,2,pw01dud002022105830/39,モンドデラモーレ,13,大野 拓弥,34.6,３／４,04,02,1,3歳以上,3勝クラス,2026-08-30,pw01sde1001202602041120260830,日高ステークス,11,（混合）（特指）,15時25分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041120260830%2F96,芝,1:28.2,良,千葉 直人,曇,定量,,
484(0),58.0,14  13  11,札幌,PASS_HTML,1500,3,pw01dud002021100564/6B,エフォートレス,4,横山 和生,34.9,３,04,02,5,3歳以上,3勝クラス,2026-08-30,pw01sde1001202602041120260830,日高ステークス,11,（混合）（特指）,15時25分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041120260830%2F96,芝,1:28.7,良,嘉藤 貴行,曇,定量,,
516(+6),55.0,11  6  3,札幌,PASS_HTML,1500,4,pw01dud002023106916/77,リゾートアイランド,5,横山 武史,35.5,クビ,04,02,10,3歳以上,3勝クラス,2026-08-30,pw01sde1001202602041120260830,日高ステークス,11,（混合）（特指）,15時25分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041120260830%2F96,芝,1:28.8,良,上原 佑紀,曇,定量,,
470(-20),58.0,6  6  6,札幌,PASS_HTML,1500,5,pw01dud002022105478/4D,ダノンミッション,9,石川 倭,35.5,３／４,04,02,4,3歳以上,3勝クラス,2026-08-30,pw01sde1001202602041120260830,日高ステークス,11,（混合）（特指）,15時25分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041120260830%2F96,芝,1:28.9,良,堀 宣行,曇,定量,,
456(+14),56.0,6  6  6,札幌,PASS_HTML,1500,6,pw01dud002020105354/18,サクセスアイ,7,藤懸 貴志,35.8,１ 1/4,04,02,12,3歳以上,3勝クラス,2026-08-30,pw01sde1001202602041120260830,日高ステークス,11,（混合）（特指）,15時25分,牝6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041120260830%2F96,芝,1:29.1,良,北出 成人,曇,定量,,
476(0),58.0,4  2  2,札幌,PASS_HTML,1500,7,pw01dud002020102140/0D,アンビバレント,1,丹内 祐次,36.0,アタマ,04,02,13,3歳以上,3勝クラス,2026-08-30,pw01sde1001202602041120260830,日高ステークス,11,（混合）（特指）,15時25分,牡6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041120260830%2F96,芝,1:29.1,良,藤野 健太,曇,定量,,
502(-14),58.0,3  2  3,札幌,PASS_HTML,1500,8,pw01dud002020103280/6D,エマヌエーレ,6,浜中 俊,36.1,クビ,04,02,6,3歳以上,3勝クラス,2026-08-30,pw01sde1001202602041120260830,日高ステークス,11,（混合）（特指）,15時25分,牡6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041120260830%2F96,芝,1:29.2,良,平田 修,曇,定量,,
474(-6),58.0,9  9  10,札幌,PASS_HTML,1500,9,pw01dud002022105601/1A,エルマーゴ,10,鮫島 克駿,36.1,２ 1/2,04,02,3,3歳以上,3勝クラス,2026-08-30,pw01sde1001202602041120260830,日高ステークス,11,（混合）（特指）,15時25分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041120260830%2F96,芝,1:29.6,良,加藤 征弘,曇,定量,,
488(+6),56.0,4  5  6,札幌,PASS_HTML,1500,10,pw01dud002022103594/F4,サンタアニタ,11,斎藤 新,36.5,３／４,04,02,11,3歳以上,3勝クラス,2026-08-30,pw01sde1001202602041120260830,日高ステークス,11,（混合）（特指）,15時25分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041120260830%2F96,芝,1:29.7,良,斎藤 誠,曇,定量,,
560(+20),58.0,11  13  12,札幌,PASS_HTML,1500,11,pw01dud002021104928/77,トラペジスト,8,吉田 隼人,36.6,５,04,02,14,3歳以上,3勝クラス,2026-08-30,pw01sde1001202602041120260830,日高ステークス,11,（混合）（特指）,15時25分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041120260830%2F96,芝,1:30.5,良,秋山 真一郎,曇,定量,,
452(+2),56.0,2  2  3,札幌,PASS_HTML,1500,12,pw01dud002022100622/02,マジックローズ,3,武 豊,37.5,アタマ,04,02,2,3歳以上,3勝クラス,2026-08-30,pw01sde1001202602041120260830,日高ステークス,11,（混合）（特指）,15時25分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041120260830%2F96,芝,1:30.5,良,中内田 充正,曇,定量,,
496(+6),58.0,6  9  13,札幌,PASS_HTML,1500,13,pw01dud002021100363/96,パワーホール,12,古川 吉洋,37.2,１ 1/2,04,02,7,3歳以上,3勝クラス,2026-08-30,pw01sde1001202602041120260830,日高ステークス,11,（混合）（特指）,15時25分,せん5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602041120260830%2F96,芝,1:30.7,良,昆 貢,曇,定量,,
